observatory_code,observatory_name,longitude,parallax_cos,parallax_sin
A44,Altschwendt,13.6972,0.66609,0.74346
A45,Karrenkneul,9.362,0.62525,0.77786
A46,Lelekovice,16.5825,0.65349,0.75447
A47,Matera,16.6031,0.75962,0.64829
A48,Povegliano Veronese,10.8885,0.70401,0.70782
A49,Uppsala-Angstrom,17.6372,0.50372,0.86098
A50,Andrushivka Astronomical Observatory,28.9973,0.64407,0.76245
A51,Danzig,18.6667,0.5837,0.8093
A52,Etyek,18.7553,0.67756,0.73304
A53,Peschiera del Garda,10.6883,0.70294,0.70889
A54,Ostrorog,16.6217,0.60828,0.79108
A55,Osservatorio Astronomico Vallemare di Borbona,13.1181,0.73871,0.67204
A56,Parma,10.3197,0.71406,0.69784
A57,"Osservatorio Astron. Margherita Hack, Firenze",11.1031,0.72364,0.68791
A58,Observatoire de Chalandray-Canotiers,2.4694,0.66135,0.74758
A59,Karlovy Vary Observatory,12.9071,0.64123,0.7649
A60,"YSTAR-NEOPAT Station, Sutherland",20.8106,0.84556,-0.5326
A61,Tortona,8.8581,0.70949,0.70238
A62,Aichtal,9.2301,0.66233,0.74678
A63,"Cosmosoz Obs., Tassin la Demi Lune",4.7567,0.69879,0.71298
A64,Couvaloup de St-Cergue,6.1151,0.69034,0.72132
A65,Le Couvent de Lentin,2.4083,0.71939,0.69239
A66,"Stazione Osservativa Astronomica, Livorno",10.3161,0.72613,0.68526
A67,Chiusa di Pesio,7.6785,0.71665,0.69522
A68,"Swedenborg Obs., Bockholmwik",9.6533,0.57755,0.81362
A69,Osservatorio Palazzo Bindi Sergardi,11.33,0.7287,0.6826
A70,Lumijoki,25.2033,0.42654,0.90144
A71,Stixendorf,15.4533,0.66486,0.74459
A72,Radebeul Observatory,13.6222,0.62904,0.77481
A73,"Penzing Astrometric Obs., Vienna",16.2895,0.66788,0.74183
A74,Bergen-Enkheim Observatory,8.7624,0.641951,0.764216
A75,"Fort Pius Observatory, Barcelona",2.1861,0.75124,0.65783
A76,"Andromeda Observatory, Miskolc",20.8356,0.66948,0.74037
A77,"Observatoire Chante-Perdrix, Dauban",5.64693,0.720583,0.691196
A78,Stia,11.71509,0.730944,0.680264
A79,"Zvezdno Obshtestvo Observatory, Plana",23.8434,0.743686,0.666622
A80,Lindenberg Observatory,14.1222,0.61408,0.78662
A81,"Balzaretto Observatory, Rome",12.4033,0.74578,0.66397
A82,Osservatorio Astronomico di Trieste,13.8744,0.70037,0.71148
A83,Jakokoski Observatory,29.9969,0.45945,0.88525
A84,TUBITAK National Observatory,30.3333,0.80175,0.59632
A85,"Odesa  Astronomical Observatory, Kryzhanovka",30.8065,0.68881,0.72252
A86,Albigneux,4.3547,0.7017,0.71021
A87,Rimbach,8.7662,0.64935,0.75798
A88,Bolzaneto,8.90133,0.714961,0.696835
A89,"Sterni Observatory, Kempten",10.3308,0.67421,0.73621
A90,"Sant Gervasi Observatory, Barcelona",2.1431,0.7512,0.65788
A91,Hankasalmi Observatory,26.5997,0.46678,0.88143
A92,"Urseanu Observatory, Bucharest",26.0927,0.71506,0.69673
A93,Lucca,10.4189,0.72222,0.68935
A94,Cormons,13.4577,0.69641,0.71526
A95,"Taurus Hill Observatory, Varkaus",28.3892,0.46584,0.88193
A96,Klosterneuburg,16.2867,0.66656,0.74303
A97,Stammersdorf,16.4219,0.66646,0.74308
A98,"Observatory Mazzarot-1, Baran\'",30.2092,0.58214,0.8104
A99,Osservatorio del Monte Baldo,10.8589,0.69978,0.71223
B00,Savigny-le-Temple,2.5767,0.66289,0.74622
B01,"Taunus Observatory, Frankfurt",8.4464,0.64117,0.76499
B02,Kielce,20.6566,0.63224,0.77224
B03,"Alter Satzberg, Vienna",16.2698,0.66759,0.74211
B04,"OAVdA, Saint-Barthelemy",7.47851,0.698677,0.7134
B05,"Ka-Dar Observatory, Barybino",37.8831,0.57134,0.818
B06,Montseny Astronomical Observatory,2.53372,0.74752,0.662058
B07,Camorino,9.0033,0.69383,0.71778
B08,San Lazzaro di Savena,11.3807,0.71498,0.69683
B09,Capannoli,10.6708,0.7255,0.68593
B10,"Observatoire des Baronnies Provencales, Moydans",5.515,0.71564,0.69631
B11,"Osservatorio Cima Rest, Magasa",10.6286,0.69881,0.71318
B12,"Koschny Observatory, Noordwijkerhout",4.4906,0.61329,0.78721
B13,Osservatorio di Tradate,8.9311,0.6995,0.71231
B14,Ca del Monte,9.0758,0.71061,0.70138
B15,"Inastars Observatory, Potsdam (since 2006)",13.0129,0.61111,0.7889
B16,"1st Moscow Gymnasium Observatory, Lipki",36.9547,0.56382,0.82317
B17,AZT-8 Yevpatoriya,33.1628,0.705588,0.706256
B18,Terskol,42.5008,0.72958,0.68232
B19,"Observatorio Iluro, Mataro",2.4414,0.74963,0.65966
B20,"Observatorio Carmelita, Tiana",2.2636,0.75026,0.65897
B21,"Gaisberg Observatory, Schaerding",13.4744,0.66335,0.74589
B22,Observatorio d\'Ager,0.7441,0.74412,0.66598
B23,Fiamene,10.971,0.70124,0.71069
B24,Cesson,2.5983,0.66317,0.74598
B25,Catania,15.0557,0.79386,0.60614
B26,"Observatoire des Terres Blanches, Reillanne",5.6667,0.72204,0.68966
B27,"Picard Observatory, St. Veit",14.1544,0.66425,0.74516
B28,"Mandi Observatory, Pagnacco",13.1836,0.69466,0.71696
B29,"L\'Ampolla Observatory, Tarragona",0.6701,0.75801,0.65008
B30,Szamotuly-Galowo,16.5689,0.60872,0.79074
B31,"Southern African Large Telescope, Sutherland",20.8108,0.8456,-0.53254
B32,Gelenau,12.9486,0.63467,0.7703
B33,"Libbiano Observatory, Peccioli",10.7783,0.72588,0.68555
B34,"Green Island Observatory, Gecitkale",33.7258,0.81748,0.57405
B35,"Bareket Observatory, Macabim",35.0317,0.84991,0.52524
B36,"Redshed Observatory, Kallham",13.7125,0.66684,0.74278
B37,"Obs. de L\' Ametlla del Valles, Barcelona",2.25934,0.748338,0.661147
B38,Santa Mama,11.85746,0.724995,0.686523
B39,Tradate,8.9072,0.6995,0.71231
B40,"Skylive Observatory, Catania",15.0706,0.79331,0.6069
B41,Zlin Observatory,17.6925,0.65449,0.75362
B42,Vitebsk,30.3275,0.57401,0.81614
B43,Hennef,7.3089,0.63404,0.77073
B44,Eygalayes,5.5906,0.71772,0.69419
B45,Narama,19.9356,0.64169,0.76447
B46,"Sintini Observatory, Alfonsine",12.05439,0.714373,0.69742
B47,"Metsala Observatory, Espoo",24.7503,0.49826,0.86413
B48,Bocholt,6.5981,0.61901,0.78275
B49,"Paus Observatory, Sabadell",2.1125,0.749498,0.659844
B50,"Corner Observatory, Durmersheim",8.2767,0.65808,0.75045
B51,Vallauris,7.06669,0.725612,0.68583
B52,Observatorio El Far,2.99725,0.741344,0.668883
B53,"Casal Lumbroso, Rome",12.3536,0.74572,0.66404
B54,Ager,0.7439,0.74413,0.66597
B55,Comeglians,12.876,0.689553,0.721975
B56,"Observatorio Sant Pere, Mataro",2.44935,0.749614,0.659663
B57,"Laietania Observatory, Parets del Valles",2.22439,0.749316,0.660019
B58,"Polaris Observatory, Budapest",19.02529,0.676156,0.734318
B59,Borken,6.87881,0.619231,0.782586
B60,"Deep Sky Observatorium, Bad Bentheim",7.17531,0.612824,0.787576
B61,"Valldoreix Obs.,Sant Cugat del Valles",2.0435,0.750575,0.658604
B62,Brelingen,9.68531,0.609275,0.790314
B63,"Solaris Observatory, Luczanowice",20.10799,0.642589,0.763698
B64,"Slope Rock Observatory, Hyvinkaa",24.88779,0.491587,0.867927
B65,"Komakallio Observatory, Kirkkonummi",24.3878,0.49864,0.86391
B66,Osservatorio di Casasco,9.00693,0.710595,0.701332
B67,"Sternwarte Mirasteilas, Falera",9.22419,0.685858,0.725582
B68,Mount Matajur Observatory,13.5395,0.693458,0.718372
B69,"Owls and Ravens Observatory, Holzgerlingen",9.01719,0.662152,0.746956
B70,Sant Celoni,2.4937,0.74787,0.66165
B71,Observatorio El Vendrell,1.5213,0.75363,0.6551
B72,Soerth Observatory,7.68105,0.634701,0.77023
B73,"Mauren Valley Observatory, Holzgerlingen",8.98503,0.662074,0.747029
B74,Santa Maria de Montmagastrell,1.10536,0.74755,0.662053
B75,"Stazione Astronomica Betelgeuse, Magnago",8.80519,0.701074,0.710741
B76,"Sternwarte Schonfeld, Dresden",13.8944,0.63019,0.7739
B77,"Schafmatt Observatory, Aarau",7.95083,0.677934,0.732833
B78,"Astrophoton Observatory, Audorf",14.12811,0.670885,0.739158
B79,Marana Observatory,11.2099,0.70048,0.711457
B80,Osservatorio Astronomico Campomaggiore,12.74126,0.742254,0.667919
B81,Caimari,2.899,0.76967,0.63634
B82,Maidbronn,9.9716,0.64613,0.76072
B83,Gieres,5.79769,0.706034,0.705851
B84,"Cyclops Observatory, Oostkapelle",3.53775,0.622812,0.779749
B85,Beilen Observatory,6.51011,0.604962,0.793587
B86,Sternwarte Hagen,7.45561,0.625931,0.777324
B87,Banyoles,2.7701,0.74295,0.66715
B88,"Bigmuskie Observatory, Mombercelli",8.29681,0.71057,0.701309
B89,Observatori Astronomic de Tiana,2.2619,0.75018,0.65907
B90,"Malina River Observatory, Povoletto",13.29686,0.693994,0.7176
B91,Bollwiller,7.25544,0.672149,0.737995
B92,Chinon,0.27539,0.681073,0.729781
B93,Hoogeveen,6.47856,0.607102,0.791962
B94,Petrozavodsk,34.2817,0.47422,0.87748
B95,Achternholt,8.1545,0.602437,0.795492
B96,"Brixiis Observatory, Kruibeke",4.31031,0.628378,0.775301
B97,"Sterrenwacht Andromeda, Meppel",6.1118,0.61688,0.78442
B98,Siena,11.313,0.728746,0.682563
B99,Santa Coloma de Gramenet,0.7443,0.74413,0.66598
C00,Velikie Luki,30.515,0.55583,0.82853
C01,"Lohrmann-Observatorium, Triebenberg",13.92293,0.630265,0.773855
C02,Observatorio Royal Park,2.5305,0.7474,0.66218
C03,"Clayhole Observatory, Jokela",24.96114,0.492892,0.86719
C04,Kramatorsk,37.6331,0.65998,0.74878
C05,Konigsleiten,12.1153,0.68023,0.73088
C06,Krasnoyarsk,92.9744,0.56032,0.82553
C07,"Anysllum Observatory, Ager",0.7442,0.74413,0.66597
C08,Fiby,17.3761,0.50302,0.86138
C09,Rouet,3.80397,0.72266,0.688932
C10,Maisoncelles,3.42622,0.661039,0.747874
C11,"City Observatory, Slany",14.0901,0.64091,0.76509
C12,"Berta Observatory, Sabadell",2.1107,0.74967,0.65964
C13,Como,9.10031,0.698332,0.71343
C14,"Sky Vistas Observatory, Eichgraben",15.967,0.668463,0.741344
C15,ISON-Ussuriysk Observatory,132.1656,0.72418,0.68737
C16,"Isarwinkel Observatory, Bad Tolz",11.57261,0.673687,0.736691
C17,"Observatorio Joan Roget, Ager",0.74381,0.744124,0.665978
C18,Frasnes-Lez-Anvaing,3.604,0.634888,0.770037
C19,"ROSA Observatory, Vaucluse",5.4231,0.71591,0.69599
C20,"Kislovodsk Mtn. Astronomical Stn., Pulkovo Obs.",42.66191,0.723859,0.688104
C21,"Observatorio Via Lactea, Ager",0.74383,0.744124,0.665978
C22,Oberwiesenthal,12.9599,0.63858,0.76717
C23,Olmen,5.15439,0.628694,0.775052
C24,Seveso,9.1331,0.70036,0.71145
C25,"Pulkovo Observatory Station, Campo Imperatore",13.55806,0.73931,0.671605
C26,"Levendaal Observatory, Leiden",4.49928,0.614813,0.786032
C27,Pallerols,1.35302,0.748763,0.660753
C28,Wellinghofen,7.483,0.624224,0.778652
C29,Observatori Astronomic de Les Planes de Son,1.07889,0.737202,0.673777
C30,"Petrozavodsk University Obs., Sheltozero Stn.",35.3425,0.47988,0.8744
C31,"Sternwarte Neanderhoehe Hochdahl e.V., Erkrath",6.9825,0.62777,0.77581
C32,"Ka-Dar Observatory, TAU Station, Nizhny Arkhyz",41.4258,0.72496,0.68694
C33,"Observatorio CEAM, Caimari",2.8989,0.76967,0.63634
C34,Baja Astronomical Observatory,19.0108,0.69361,0.71796
C35,Terrassa,2.0349,0.74927,0.66012
C36,"Starry Wanderer Observatory, Baran\'",30.3086,0.5823,0.81028
C37,Stowupland,1.0183,0.614242,0.786484
C38,"Varuna Observatory, Cuorgne",7.64911,0.703322,0.708581
C39,Nijmegen,5.7992,0.61929,0.78253
C40,Kuban State University Astrophysical Observatory,39.0308,0.70806,0.7038
C41,"MASTER-II Observatory, Kislovodsk",42.66126,0.723857,0.688105
C42,"Xingming Observatory, Mt. Nanshan",87.1778,0.72711,0.68469
C43,Hoyerswerda,14.2792,0.62451,0.77842
C44,"A. Volta Observatory, Lanzo d\'Intelvi",9.02239,0.696268,0.715567
C45,La Giustiniana,12.40639,0.744413,0.665514
C46,"Horizon Observatory, Petropavlovsk",69.12219,0.57662,0.814296
C47,Nonndorf,15.2356,0.66017,0.74871
C48,"Sayan Solar Observatory, Irkutsk",100.9214,0.62235,0.78051
C60,"Argelander Institute for Astronomy Obs., Bonn",7.06926,0.634261,0.770545
C61,Chelles,2.58202,0.658892,0.749723
C62,"Eurac Observatory, Bolzano",11.3467,0.68967,0.72175
C63,"Giuseppe Piazzi Observatory, Ponte in Valtellina",9.9797,0.69363,0.71819
C64,Puchenstuben,15.28439,0.67138,0.738819
C65,Observatori Astronomic del Montsec,0.72965,0.743847,0.666488
C66,Observatorio El Cielo de Consell,2.805,0.77084,0.63493
C67,Gnevsdorf,12.2199,0.59747,0.79922
C68,"Ellinogermaniki Agogi Observatory, Pallini",23.89339,0.789058,0.612302
C69,"Bayerwald Sternwarte, Neuhuette",13.3611,0.65835,0.75036
C70,"Uiterstegracht Station, Leiden",4.49775,0.614779,0.786055
C71,Sant Marti Sesgueioles,1.4892,0.7478,0.66186
C72,Palestrina,12.8717,0.74621,0.66358
C73,Galati Observatory,28.0325,0.70312,0.7087
C74,"Observatorio El Teatrillo de Lyra, Ager",0.7449,0.74412,0.66598
C75,"Whitestar Observatory, Borgobello",13.2225,0.69384,0.71776
C76,"Observatorio Estels, Ager",0.74431,0.744127,0.665974
C77,Bernezzo Observatory,7.4535,0.71589,0.696
C78,"Martin S. Kraar Observatory, Rehovot",34.81242,0.849698,0.525519
C79,"Roser Observatory, Blanes",2.7855,0.74801,0.66147
C80,"Don Astronomical Observatory, Rostov-on-Don",39.7651,0.67959,0.73115
C81,Dolomites Astronomical Observatory,10.84098,0.693023,0.718872
C82,"Osservatorio Astronomico Nastro Verde, Sorrento",14.35759,0.760172,0.647614
C83,Badalozhnyj Observatory,91.8425,0.5593,0.82626
C84,Badalona,2.24372,0.75069,0.658447
C85,"Observatorio Cala d\'Hort, Ibiza",1.2408,0.77939,0.62448
C86,Blanes,2.7813,0.74801,0.66147
C87,Rimbach,8.7689,0.64913,0.75817
C88,"Montarrenti Observatory, Siena",11.18331,0.729763,0.681487
C89,Astronomical Station Vidojevica,21.55558,0.730958,0.680397
C90,Vinyols,1.05181,0.754546,0.654066
C91,"Montevenere Observatory, Monzuno",11.22621,0.717604,0.694214
C92,"Valdicerro Observatory, Loreto",13.60995,0.727425,0.683915
C93,"Bellavista Observatory, L\'Aquila",13.4064,0.74042,0.67004
C94,"MASTER-II Observatory, Tunka",103.067,0.61962,0.78241
C95,"SATINO Remote Observatory, Haute Provence",5.71239,0.721406,0.69035
C96,"OACL Observatory, Mosciano Sant Angelo",13.8786,0.73544,0.67537
C97,"Al-Fulaij Observatory, Oman",57.97633,0.916656,0.398354
C98,"Osservatorio Casellina, Scandicci",11.1764,0.72335,0.68818
C99,"Observatori Can Roig, Llagostera",2.89631,0.746295,0.663419
D00,ASC-Kislovodsk Observatory,42.6536,0.72388,0.68809
D01,"Andean Northern Observatory, Nummi-Pusula",23.93061,0.49592,0.865471
D02,Observatori Petit Sant Feliu,2.05189,0.751414,0.657647
D03,"Rantiga Osservatorio, Tincana",10.58892,0.715223,0.696709
D04,Krasnodar,38.8569,0.7096,0.70225
D05,ISON-Terskol Observatory,42.50005,0.72958,0.682314
D06,"Associazione Tuscolana di Astronomia, Domatore",12.77017,0.747232,0.662472
D07,Wegberg,6.2094,0.62867,0.77508
D08,"Ghezz Observatory, Leontica",8.9191,0.69024,0.72136
D09,"Observatory Gromme, Maasmechelen",5.6794,0.63139,0.77287
D10,Gaertringen,8.90181,0.661976,0.747123
D11,Bastidan Observatory,5.62797,0.723085,0.688551
D12,"Filzi School Observatory, Laives",11.33806,0.69058,0.7209
D13,Cat\'s Eye Observatory,11.56369,0.738665,0.671859
D14,"Nanchuan Observatory, Guangzhou",113.3231,0.92,0.39061
D15,"Sternwarte F. Schiller-Gymnasium, Weimar",11.31781,0.630848,0.773359
D16,"Po Leung Kuk Observatory, Tuen Mun",113.96422,0.925155,0.37833
D17,Hong Kong,114.22,0.9245,0.3799
D18,Mt. Guizi Observatory,114.358,0.86219,0.5049
D19,Hong Kong Space Museum Sai Kung iObservatory,114.323,0.924955,0.378843
D20,"Zadko Observatory, Wallingup Plain",115.71311,0.854733,-0.517343
D21,Shenton Park,115.815,0.8492,-0.5263
D22,"UWA Observatory, Crawley",115.81667,0.849044,-0.526558
D23,"Observatori Astronomic de l\'Institut d\'Alcarras, Alcarras",0.51853,0.749367,0.659977
D24,"LightBuckets Observatory, Pingelly",117.08969,0.844095,-0.534439
D25,"Tzec Maun Observatory, Pingelly (before 2010)",117.08978,0.844104,-0.534424
D26,"Peyrole Observatory, Peyrole",1.92131,0.722868,0.68875
D27,"Observatoire de Fontcaude, Juvignac",3.80361,0.725021,0.686446
D28,"Escaldarium Observatory, Caldes de Montbui",2.18286,0.748708,0.660744
D29,"Purple Mountain Observatory, XuYi Station",118.4639,0.84204,0.53767
D30,"Sternwarte Silbergraben, Erfurt",11.0835,0.631405,0.772922
D31,"Osservatorio Aldebaran, Rivalba",10.09797,0.714476,0.69752
D32,"JiangNanTianChi Observatory, Mt. Getianling",119.59975,0.86277,0.504193
D33,"Kenting Observatory, Checheng",120.6982,0.9273,0.37308
D34,"Kenting Observatory, Hengchun",120.7839,0.92796,0.37148
D35,Lulin Observatory,120.8736,0.91818,0.39597
D36,"Tataka, Mt. Yu-Shan National Park",120.8897,0.91801,0.39625
D37,"Lulin Widefield Telescope, Mt. Lulin",120.87325,0.918176,0.395972
D38,"Tecnosky Astropark, Felizzano",8.43764,0.709383,0.702495
D39,"Shandong University Observatory, Weihai",122.04961,0.793971,0.605943
D40,Frosinone,13.33772,0.748318,0.661176
D41,Osservatorio Astronomico Orciatico,10.71704,0.727431,0.683991
D42,"Piero Angela Observatory, Scandicci",11.19084,0.723565,0.68797
D43,"45th Parallel Observatory, Pino Torinese",7.77039,0.707805,0.704162
D44,Ishigakijima Astronomical Observatory,124.13928,0.911427,0.410157
D45,"Kamyk, Trzesn",21.49325,0.639594,0.766177
D46,Observatory Bad Wurzach,9.90265,0.671664,0.738525
D47,"BigBang Observatory, Manciano",11.56366,0.738665,0.671859
D48,Niederbexbach Observatory,7.26381,0.652979,0.754898
D49,L\'Ametlla de Mar,0.79444,0.757213,0.650992
D50,"Vaucluse Observatoire Celeste, Blauvac",5.21519,0.720062,0.691654
D51,Plateau Astronomique La Couronne,1.94844,0.719539,0.692203
D52,"ULU Observatory, Caselle Landi",9.7975,0.707094,0.704768
D53,ISON-Blagoveschensk Observatory,127.482,0.63981,0.766
D54,"MASTER-II Observatory, Blagoveshchensk",127.483,0.63981,0.76601
D55,"Kangwon Science High School Observatory, Ksho",127.9747,0.79571,0.6037
D56,"Osservatorio Sideris Oculus, San Pietro in Gu",11.67408,0.700775,0.711011
D57,"Gimhae Astronomical Observatory, Uhbang-dong",128.88744,0.817572,0.573996
D58,"KSA SEM Observatory, Danggam-dong",129.025,0.818419,0.572736
D59,"MARIAMIR, Saint-Jeannet",7.15617,0.723595,0.688001
D60,"Sparky\'s Stars, Masseris",13.551463,0.693649,0.718079
D61,"Suntopia Marina, Sumoto",134.9131,0.82671,0.56075
D62,Miyaki-Argenteus,130.4494,0.83676,0.54575
D63,"G. Pascoli Observatory, Castelvecchio Pascoli (since June 2023)",10.46138,0.719553,0.692176
D64,"Fucama, Casalincontrada",14.10967,0.740711,0.669613
D65,"G. Beltrame, Arcugnano Vicenza",11.534806,0.702163,0.709679
D66,Civico Osservatorio Astronomico di Rozzano,9.14839,0.703654,0.708197
D67,"Tula Rooftop Observatory, Tula",37.62472,0.586136,0.80753
D68,"Osservatorio Galileo, Padova",11.73622,0.702543,0.70927
D69,JMU Space-Observatory,9.970133,0.646988,0.760014
D70,Tosa,133.4686,0.83505,0.54834
D71,"ObservaSTYRium, Stainz bei Straden",15.89225,0.685516,0.725682
D72,"WAA Remote Observatory, Hakos",16.36131,0.91963,-0.392207
D73,"SNX-NET, Hakos",16.36139,0.919632,-0.392208
D74,Nakagawa,134.6819,0.83041,0.5553
D75,Cariati,16.95608,0.772805,0.632534
D76,"AAT-Terrassa, Terrassa",2.007028,0.749354,0.660032
D77,TD-TRO (Tuscany Remote Observatory),10.71736,0.727433,0.683988
D78,Iga-Ueno,136.13281,0.822378,0.567077
D79,"YSVP Observatory, Vale Park",138.63092,0.821212,-0.568722
D80,Gumma Astronomical Observatory,138.9728,0.80392,0.59297
D81,Nagano,138.2239,0.8031,0.59394
D82,Wallaroo,137.6317,0.83058,-0.55504
D83,Miwa,138.4681,0.80501,0.59161
D84,Hallet Cove,138.5086,0.8192,-0.5716
D85,Ingle Farm,138.6597,0.82186,-0.56782
D86,Penwortham,138.6407,0.83075,-0.5549
D87,Brooklyn Park,138.55,0.82079,-0.56931
D88,Hiratsuka,139.3142,0.81635,0.57562
D89,Yamagata,140.3383,0.7871,0.6149
D90,"RAS Observatory, Moorook",140.342,0.82728,-0.55991
D91,Adati,140.825,0.79261,0.60775
D92,Osaki,140.94638,0.78292,0.620047
D93,Sendai Astronomical Observatory,140.75516,0.786291,0.615826
D94,"Takanezawa, Tochigi",139.9962,0.80351,0.59335
D95,Kurihara,141.068,0.78035,0.62325
D96,"Tzec Maun Observatory, Moorook",140.34216,0.827287,-0.559905
D97,Berri,140.57,0.82752,-0.55956
D98,Loiano TANDEM,11.33409,0.717444,0.694448
D99,"AstroKoT, Port-Ste-Marie",0.391228,0.717357,0.694422
E00,Castlemaine,144.2089,0.79902,-0.59937
E01,Barfold,144.54142,0.798618,-0.599924
E03,"RAS Observatory, Officer",145.3822,0.78756,-0.61419
E04,"Pacific Sky Observatory, Saipan",145.7403,0.96545,0.25977
E05,"Earl Hill Observatory, Trinity Beach",145.69721,0.957625,-0.287092
E07,Murrumbateman,148.99889,0.820544,-0.56983
E08,"Wobblesock Observatory, Coonabarabran",149.33431,0.855971,-0.515472
E09,"Oakley Southern Sky Observatory, Coonabarabran",149.0814,0.85551,-0.5163
E10,Siding Spring-Faulkes Telescope South,149.07085,0.855632,-0.516198
E11,"Frog Rock Observatory, Mudgee",149.6627,0.84469,-0.53362
E12,Siding Spring Survey,149.0642,0.85563,-0.51621
E13,Wanniassa,149.0969,0.81622,-0.57597
E14,"Hunters Hill Observatory, Ngunnawal",149.11,0.81852,-0.57274
E15,"Magellan Observatory, near Goulburn",149.6061,0.82016,-0.57041
E16,"Grove Creek Observatory, Trunkey",149.36624,0.831684,-0.553656
E17,Leura,150.3417,0.8329,-0.5519
E18,"BDI Observatory, Regents Park",151.02714,0.829819,-0.556191
E19,Kingsgrove,151.0958,0.83042,-0.55528
E20,Marsfield,151.1032,0.832146,-0.552728
E21,"Norma Rose Observatory, Leyburn",151.5667,0.8838,-0.4665
E22,"Univ. of Southern Queensland Obs., Mt. Kent",151.855,0.885337,-0.463616
E23,Arcadia,151.07119,0.833596,-0.550574
E24,"Tangra Observatory, St. Clair",150.7769,0.83176,-0.55329
E25,Rochedale (APTA),153.117,0.88713,-0.45997
E26,"RAS Observatory, Biggera Waters",153.3971,0.88414,-0.46566
E27,Thornlands,153.2667,0.8871,-0.46
E28,"Kuriwa Observatory, Hawkesbury Heights",150.64105,0.833196,-0.55121
E29,Mardella Observatory,115.955333,0.845978,-0.531426
E41,Strathalbyn,138.89025,0.817664,-0.573796
E42,"AUSTRALIA1/SRI, Swan Reach",139.57019,0.824586,-0.563855
E52,"The Rock Regional Observatory, The Rock",147.09597,0.817401,-0.574196
E55,GOTO South,149.06411,0.85562,-0.51621
E62,"Slooh.com Australia Observatory, Coonabarabran",149.08135,0.855509,-0.516305
E81,Nelson,173.2617,0.75267,-0.65622
E83,"Wither Observatory, Witherlea",173.95703,0.749648,-0.659621
E84,Twizel Observatory,170.101872,0.7174343,-0.6943966
E85,Farm Cove,174.894,0.800696,-0.597064
E86,"Speranza Observatory, Otaki",175.169367,0.75852,-0.649478
E87,Turitea,175.654,0.76249,-0.64485
E89,"Geyserland Observatory, Pukehangi",176.204,0.78759,-0.61421
E94,"Possum Observatory, Gisborne",177.88331,0.782217,-0.62092
F51,"Pan-STARRS 1, Haleakala",-156.25591,0.936241,0.351543
F52,"Pan-STARRS 2, Haleakala",-156.25591,0.936239,0.351545
F59,"Ironwood Remote Observatory, Hawaii",-158.059,0.932037,0.36116
F60,"Ironwood Observatory, Hawaii",-158.04717,0.929942,0.366558
F65,Haleakala-Faulkes Telescope North,-156.2575,0.936239,0.351538
F84,"Hibiscus Observatory, Punaauia",-149.6158,0.9533,-0.301
F85,"Tiki Observatory, Punaauia",-149.6158,0.9533,-0.301
F86,"Moana Observatory, Punaauia",-149.61619,0.953304,-0.301004
G00,"AZM Martinsberg, Oed",15.126,0.665508,0.74408
G01,Universitaetssternwarte Oldenburg,8.16528,0.600977,0.796597
G02,"KYSUCE Observatory, Kysucke Nove Mesto",18.76539,0.653307,0.75465
G03,"Capricornus Observatory, Csokako",18.26061,0.67862,0.732104
G04,"Schuelerlabor Astronomie St. 7, Wuppertal",7.14133,0.627502,0.776082
G05,"Piconcillo, Sierra Morena",-5.46637,0.787181,0.614802
G06,"Dordrecht, Sterrenburg",4.6715,0.61998,0.781996
G07,Millau Observatory,3.06386,0.719394,0.692378
G08,"Observatorio Les Pedritxes, Matadepera",1.99694,0.748752,0.660794
G09,"SWF Observatory, South Woodham Ferrers",0.61056,0.621784,0.780574
G10,"Clavier Observatory, Lora Del Rio",-5.54945,0.792574,0.607765
G11,"Breitenweg Observatory, Herkenrath",7.18379,0.630712,0.773465
G12,"Sternwarte EG, Lippstadt",8.3306,0.6214,0.7809
G13,"Astronomihagen, Fannrem",9.77164,0.45187,0.889105
G14,"Novaloop Observatory, Mougins",7.0052,0.725247,0.686239
G15,"Magroforte Observatory, Alessandria",9.1183,0.71116,0.7008
G16,"OmegaLab Observatory, Palermo",13.34869,0.787948,0.613701
G17,"BAS Observatory, Scandicci",11.20261,0.723508,0.688023
G18,"ALMO Observatory, Padulle",11.28056,0.712881,0.698947
G19,"Immanuel Kant Observatory,Limbach",12.746,0.63252,0.77202
G20,Brignoles Observatory,6.05989,0.727743,0.683615
G21,Osservatorio Castrofilippo,13.73789,0.796024,0.603377
G22,"Experimenta Observatory, Heilbronn",9.21439,0.655435,0.75277
G23,"Vulpecula Observatory, Budapest",19.09234,0.675698,0.734739
G24,Dettenhausen,9.0935,0.662443,0.746701
G25,Sherbrooke,-71.895,0.70317,0.70867
G26,"Fushan Observatory, Mt Shaohua",109.8236,0.82499,0.56338
G27,"Fabra Observatory, Montsec",0.72935,0.743842,0.666483
G28,"Wyncroft Observatory, Attleborough",1.0085,0.6099,0.78983
G29,Requena,-1.0876,0.77285,0.63263
G30,Casselman,-75.09281,0.704518,0.70732
G31,CCAT Trieste,13.7253,0.69946,0.71233
G32,"Elena Remote Observatory, San Pedro de Atacama",-68.1796,0.921639,-0.387713
G33,Wickede,7.60879,0.623411,0.779293
G34,Oberfrauendorf,13.7015,0.632547,0.772037
G35,"Elephant Head Obsevatory, Sahuarita",-110.84211,0.849476,0.526134
G36,Calar Alto-CASADO,-2.5475,0.797538,0.601812
