spkid,data_arc,condition_code
3893550,8,8
3893551,123,5
3893592,11,8
3893593,3,7
3893594,5492,0
3893595,1897,1
3893630,52,7
3893629,3125,0
3893631,29,5
3893632,14,3
3893634,9,8
3893633,11,8
3893635,8,7
3893636,21,8
3893638,27,6
3893639,2044,0
3893640,7,8
3893641,3,7
3893642,26,7
3893643,3289,2
3893644,9,8
3893719,266,4
3893720,9,7
3893721,43,6
3893722,83,6
3893723,26,6
3893725,52,6
3893724,112,4
3893726,151,5
3893727,3660,0
3893728,4018,0
3893729,3,9
3893730,4402,0
3893736,1667,0
3893737,84,5
3893739,2552,1
3893740,3503,0
3893742,62,4
3893743,25,7
3893745,54,5
3893746,28,7
3893747,24,7
3893748,2,8
3893749,1294,0
3893767,34,5
3893768,1474,1
3893769,28,7
3893854,15,8
3893859,102,5
3893864,20,7
3893946,4,8
3905988,60,5
3910109,\N,8
3939968,1821,0
3963426,1662,1
54162241,4780,0
54316887,2,8
54443039,2,9
3893770,1851,0
3893771,7,8
3893772,5,7
3893851,22,6
3893852,150,3
3893853,4,9
3893855,22,7
3893856,1,7
3893857,4,8
3893858,3,7
3893860,2,8
3893861,1,8
3893862,33,7
3893863,1,8
3893866,2,9
3893945,28,5
3893947,6,3
3893948,54,5
3893949,4,7
3893950,17,8
3893951,22,7
3893952,90,6
3905989,6997,0
3905995,1291,2
3905996,4812,0
3905990,3,9
3905991,20,8
3905993,33,7
3905987,141,4
3905992,33,7
3905994,3403,0
3905997,13,7
3905998,29,7
3905999,10,7
3906000,15,3
3906626,2,8
3906628,28,6
3906629,4,9
3906630,1818,1
3906631,2335,1
3906632,2,7
3906633,1,7
3907552,34,6
3907553,9,6
3907554,33,7
3907555,2,7
3907556,11,7
3909261,2534,0
3909262,26,8
3909263,31,6
3909763,6,4
3909764,43,6
3909765,3278,0
3909766,73,5
3910103,121,5
3910104,2012,1
3910106,1466,0
3910107,4397,0
3910108,1464,2
3914006,5,9
3922358,1429,1
3928733,2682,0
3928734,264,4
3933018,3,5
3933019,2193,0
3933020,6,6
3933021,29,7
3933022,5477,0
3933023,31,7
3951325,6387,0
54278448,32,9
3939969,3119,0
3942355,\N,8
3942353,35,7
3942356,18,7
3942357,6,8
3942358,4,9
3942359,10,8
3942360,26,8
3942361,6,9
3942362,79,6
3942363,1248,0
3942364,2,7
3942365,2,8
3942366,19,7
3942367,10,8
3943317,1,8
3943318,17,7
3943319,1,6
3943320,19,8
3943321,308,3
3943322,16,8
3943323,15,8
3943324,5,8
3943325,3,8
3943326,39,6
3943327,6,7
3943330,28,6
3943329,21,6
3943331,2,8
3943332,49,6
3943333,14,7
3943334,4,8
3943335,6,8
3943336,72,5
3943337,5,8
3943338,14,7
3943339,2,9
3943340,18,7
3943341,14,8
3943342,3,7
3943343,14,8
3943344,37,5
3943345,2199,0
3943360,1679,1
3943361,9,8
3943362,31,3
3943363,30,7
3943364,2,7
3943365,3,5
3943366,4173,0
3943367,65,6
3943368,4,8
3943369,1476,1
3943370,2201,0
3943371,36,6
3943372,4,7
3943373,2,9
3943374,38,6
3943376,18,7
3943379,15,7
3943380,14,8
3944182,10,6
3944183,14,7
3946726,1,7
3946725,20,8
3946728,39,6
3946727,1,8
3949008,11,9
3949009,17,5
3949010,11,8
3951324,31,6
3951326,21,8
3951328,30,6
3952749,4,7
3952748,65,4
3956447,6,8
3956448,37,6
3956449,29,7
3956450,10,8
3956451,9,6
3956452,10,7
3959218,530,1
3959219,937,0
3959220,154,4
3959221,2744,0
3959222,3347,0
3959223,4,6
3959224,36,6
3959225,1174,0
3959226,38,4
3959227,619,2
3959228,3758,0
3959229,172,5
3959230,61,6
3959231,776,2
3959232,27,8
3959233,19,8
3959234,21,7
3963425,68,5
3963429,15,7
3963430,25,8
3963431,\N,9
3968752,2,8
3968753,16,8
3968754,19,7
3968755,5,8
3968756,58,6
3968757,29,7
3968758,7,8
3968760,406,1
3968761,25,7
3968764,33,6
3968766,14,8
3968767,3,8
3968768,6,8
3971129,72,5
3971131,1140,2
3971132,4,9
3971136,89,5
3971137,20,6
3971139,591,2
3971140,56,6
3971141,35,7
3972416,2189,1
3986635,17,8
3989163,1840,1
3968759,21,3
3968762,3,4
3968763,\N,7
3968765,12,5
3968769,4,8
3971133,1683,0
3971134,2119,0
3971138,23,7
3972413,19,7
3972414,32,6
3972415,7,9
3972417,4,8
3972418,1854,1
3972419,12,7
3972420,54,5
3972422,3,7
3972421,4,8
3973542,10,6
3973543,566,2
3973544,\N,8
3973545,3,8
3973546,185,3
3973547,21,7
3973548,4,8
3976530,34,6
3976532,3,7
3976531,32,7
3976533,1,7
3976534,16,7
3976535,4,8
3976537,13,8
3976536,2,7
3976538,7,7
3976539,3,8
3976540,19,8
3976541,14,8
3976542,1884,0
3976543,13,7
3976544,3,8
3976545,7,7
3976578,9,7
3976579,29,6
3978223,2,9
3978224,1,8
3978225,1,9
3978226,3,9
3985565,2,8
3985566,32,8
3985567,3189,0
3985568,154,5
3985570,25,8
3985572,58,6
3986628,7,7
3986629,70,5
3986630,1782,1
3986631,97,5
3986632,23,8
3986633,6211,0
3986637,1110,1
3986639,183,4
3986677,3,7
3986678,5,8
3986679,14,6
3986680,4,7
3986681,16,7
3986682,1053,1
3986683,19,6
3986685,11,7
3986686,4,8
54293876,5,8
3986698,8,5
3986699,6,7
3986700,26,7
3986701,15,8
3986725,44,5
3986726,8,8
3986727,19,6
3986728,15,7
3986729,6,8
3986730,12,8
3986731,2,7
3986732,1097,0
3986733,8,8
3986734,5,9
3986735,14,7
3986736,32,8
3986737,30,7
3986738,37,6
3986739,19,4
3986740,3,9
3986741,5,7
3986742,5,6
3986747,14,8
3986748,3,7
3986744,16,8
3986749,12,7
3986743,4204,0
3986745,5,5
3986746,2634,1
3986760,5,8
3986761,16,8
3986762,739,2
3986763,4,7
3986764,2,6
3986765,5,7
3986766,10,7
3986767,14,7
3986768,37,7
3986769,33,7
3986770,13,6
3986771,30,7
3986772,55,6
3986773,40,6
3986774,22,8
3986776,14,7
3986775,4,7
3986805,13,8
3986806,206,6
3986807,975,1
3986808,6,8
3986809,44,6
3986810,2,9
3986811,33,7
3986812,15,8
3986814,126,6
3986813,5,8
3986815,226,3
3986829,36,7
3986830,26,6
3986831,50,6
3986832,16,8
3986833,11,8
3986834,5,8
3986835,54,6
3986836,12,8
3986837,1148,1
3986838,2976,0
3986839,3,7
3986840,29,7
3986841,28,5
3986842,5,8
3986843,68,5
3986844,2330,0
3986845,10,8
3986846,26,7
3986848,5,8
3986847,5,9
3989077,3610,1
3989079,2240,0
3989074,184,4
3989075,24,8
3989076,11,8
3989080,8,8
3989081,6,8
3989083,7,5
3989082,2162,0
3989084,8,6
3989085,38,7
3989086,1,8
3989087,3,8
3989088,23,5
3989089,4,7
3989090,32,7
3989091,32,7
3989092,34,6
3989093,32,7
3989095,222,3
3989096,1301,1
3989097,14,7
3989098,54,6
3989099,55,6
3989138,13,7
3989139,16,7
3989140,7,9
3989141,8,8
3989142,40,6
3989144,3914,0
3989146,1,7
3989145,36,7
3989147,\N,6
3989148,45,6
3989149,10,8
3989150,5,8
3989151,29,8
3989152,25,7
3989154,49,5
3989156,\N,8
3989157,174,4
3989158,29,7
3989159,10,7
3989160,2,9
3989161,25,6
3989162,23,7
3989164,7,7
3989165,3,7
3989166,8,7
3989167,13,8
3989168,10,7
3989169,42,4
3989170,3,9
3989171,2197,1
3989172,4655,1
3989174,39,7
3989176,4,7
3989175,29,7
3989177,43,7
3989178,4,9
3989181,25,7
3989180,15,8
3989182,4731,0
3989183,1438,1
3989184,116,4
3989185,3,5
3989186,150,4
3989187,10,8
3989188,6,7
3989189,1,7
3989190,53,5
3989191,18,7
3989192,34,6
3989193,30,6
3989194,2,8
3989195,4,9
3989196,4,8
3989197,4145,0
3989198,3526,0
3989200,175,4
3989199,8,8
3989201,27,7
3989202,2,9
3989203,88,5
3989204,28,8
3989205,14,8
3989206,9,7
3989207,4,7
3989208,21,7
3989209,33,7
3989210,37,6
3989211,198,2
3989212,2,9
3989213,3651,0
3989214,10,8
3989215,1,8
3989216,1,8
3989217,1,8
3989218,26,7
3989219,6,7
3989220,766,2
3989232,5,7
3989231,33,7
3989233,24,8
3989234,15,7
3989235,17,6
3989236,21,7
3989237,2,9
3989238,24,8
3989239,13,7
3989240,33,7
3989241,3,9
3989242,3750,2
3989243,12,9
3989245,10,9
3989244,39,6
3989246,2,8
3989247,28,7
3989248,968,1
3989249,1,7
3989250,1,8
3989251,1124,1
3989252,163,5
3989253,1093,2
3989254,38,6
3989255,12,8
3989256,10,8
3989257,129,4
3989258,73,5
3989259,7,3
3989260,10,7
3989261,1093,0
3989262,39,6
3989263,6,8
3989264,11,9
3989265,11,7
3989266,244,3
3989268,8,8
3989269,33,6
3989270,92,5
3989273,1586,0
3989274,35,6
3989276,5,8
3989277,4,7
3989278,21,7
3989279,9,6
3989280,16,6
3989282,1444,1
3989283,46,6
3989284,4,6
3989286,127,4
3989287,190,3
3989288,5,7
3989289,28,6
3989290,51,6
3989291,13,8
3989292,2,8
3989293,1,7
3989294,1471,1
3989295,16,7
3989296,1,7
3989297,25,6
3989298,1,9
3989299,1,8
3989300,2,8
3989303,5508,0
3989305,1434,1
3989306,61,5
3989308,28,6
3989307,57,6
3989312,23,8
3989315,\N,7
3989314,32,7
3989316,173,4
3989317,3338,0
3989331,25,7
3989332,28,7
3989333,7,9
3989334,18,8
3989335,32,6
3989336,2202,0
3989337,2669,0
3989338,10,6
3989339,4,9
3989340,1214,0
3989341,3359,1
3989342,1433,2
3989343,4,8
3989344,2224,0
3989345,20,7
3989346,150,5
3989347,4763,0
3989348,939,1
3989351,8,8
3989352,37,6
3989353,10,8
3989354,2,8
3989358,2,9
3989395,38,7
3989398,7,8
3989399,34,7
3989403,5,8
3989410,25,7
3989677,2220,1
3989723,50,6
3991582,2911,0
3991614,36,6
54000002,1,9
54005697,1,9
54016279,1099,0
54016342,5818,0
3989349,\N,6
3989355,2,6
3989356,4,7
3989357,3,7
3989396,38,6
3989397,28,7
3989400,20,6
3989401,13,8
3989404,5,7
3989405,\N,8
3989406,1,8
3989407,1,8
3989408,3,8
3989409,1,8
3989412,22,6
3989413,8,7
3989414,5,8
3989415,3,7
3989416,2,8
3989455,25,7
3989454,9,8
3989456,\N,7
3989457,29,7
3989459,4,7
3989458,1,9
3989460,2,9
3989506,55,6
3989507,7,7
3989648,1,8
3989649,29,6
3989650,14,8
3989651,24,8
3989652,22,6
3989653,3714,0
3989654,19,7
3989671,6946,0
3989672,33,6
3989673,30,6
3989674,3,9
3989675,19,7
3989676,29,6
3989678,2,6
3989721,1700,0
3989722,22,8
3989724,41,6
3989813,2189,0
3989814,4,5
3991546,69,7
3991547,25,7
3991554,3,9
3991555,18,8
3991556,33,7
3991576,42,5
3991577,47,4
3991578,12,7
3991579,1,8
3991580,22,6
3991581,3780,0
3991583,64,5
3991584,65,5
3991585,5,8
3991586,6,8
3991588,3,4
3991587,2,8
3991593,6,8
3991594,2,9
3991595,4,8
3991596,14,8
3991605,5,8
3991606,17,8
3991607,20,7
3991616,1106,2
3991642,21,7
3991649,18,8
54000953,742,0
54006018,1,9
54293318,12,7
3991592,37,7
3991597,3,8
3991598,1516,0
3991608,5,8
3991609,4,8
3991610,3,8
3991611,4,8
3991612,76,5
3991613,17,7
3991615,4,8
3991617,6,8
3991618,17,8
3991619,9,6
3991644,2385,0
3991643,5,8
3991645,14,8
3991646,2,8
3991647,2,8
3991648,4,8
3991650,3,5
3991652,1358,2
3991651,12,8
3991653,2,8
3991654,1,7
3991655,13,8
3991656,3,9
3991657,3,8
3991658,3,8
3991659,19,8
3991660,3,9
3991661,12,8
3991662,23,6
3991663,172,4
3991664,10,8
3991665,3338,1
3991666,13,8
3991693,5,9
3991694,22,9
3991695,13,8
3991696,3,9
3991697,11,8
3991698,7,8
3991699,12,7
3991701,1625,0
3991703,14,7
3991727,44,6
3991728,2,9
3991729,1760,0
3991730,2,6
3991731,8,8
3991732,10,7
3991733,128,5
3991734,11,7
3991735,1,7
3991736,1,7
3991738,8,7
3991737,9,7
3991752,11,8
3994618,34,7
3994619,6230,0
3994620,1226,1
3994621,2,7
3994622,13,8
54000000,5,9
54000001,25,8
54000003,13,8
54000955,5198,1
54000956,1150,1
54000957,10,8
54000958,29,6
54000959,24,7
54000960,12,6
54005585,7,9
54005657,37,7
54005658,10,7
54005659,1,6
54005660,8,7
54005661,18,7
54005662,5,7
54005663,7,7
54005664,178,3
54005665,4,8
54005666,6,7
54005667,7,7
54005701,19,8
54005702,3,7
54005703,829,0
54005704,35,7
54005705,1,8
54005706,1,7
54005707,6,8
54005708,1105,0
54006014,6,8
54006013,15,7
54006015,7,8
54006016,7,8
54006017,179,4
54006019,6,7
54006020,6,6
54006021,23,6
54006022,14,7
54006023,3,6
54006054,17,6
54006055,19,7
54006056,4,8
54006057,26,7
54006058,2,9
54006081,5,8
54013533,7,9
54211503,3,6
54293316,6,7
54293315,3,7
54293578,8,8
54007826,15,8
54013535,1413,0
54013538,7,8
54013539,1,7
54013540,18,6
54013541,1,8
54013542,21,7
54013543,25,7
54013544,2,9
54013566,3990,0
54013568,7,6
54016185,1,7
54016186,18,6
54016189,10,7
54016190,6,7
54016191,3,9
54016197,18,8
54016332,19,8
54016187,21,6
54016188,21,8
54016198,13,6
54016196,1327,0
54016199,2,8
54016200,1,7
54016201,3,7
54016202,1,7
54016203,1423,3
54016204,369,2
54016205,3,7
54016206,1,8
54016207,9,8
54016208,8,7
54016209,1,8
54016210,1,7
54016211,6,9
54016212,1,7
54016213,1,8
54016214,2,8
54016215,6,8
54016216,6,8
54016217,10,8
54016218,287,3
54016219,8,8
54016220,1,7
54016221,9,8
54016222,7,8
54016223,9,8
54016224,9,8
54016225,31,7
54016226,1,6
54016227,3,8
54016228,8,6
54016229,132,4
54016232,25,7
54016233,1456,1
54016234,69,5
54016235,1842,0
54016236,1105,1
54016237,294,4
54016238,9,8
54016239,2,8
54016240,10,8
54016241,2,8
54016242,1,6
54016247,5,6
54016248,2,7
54016249,7,9
54016250,10,7
54016280,1810,0
54016281,2850,0
54016283,3,9
54016292,3,7
54016293,9,6
54016294,30,7
54016295,144,4
54016296,12,7
54016297,10,8
54016305,3,8
54016306,21,7
54016307,48,6
54016308,9,9
54016310,5,8
54016309,4,8
54016311,128,4
54016312,11,8
54016313,20,8
54016314,41,6
54016315,3,8
54016317,3,9
54016316,2,8
54016319,10,8
54016321,1099,1
54016318,15,7
54016320,11,8
54016324,2090,1
54016323,10,8
54016322,11,8
54016330,19,8
54016331,9,8
54016333,178,5
54016334,3,6
54016335,173,4
54016336,26,7
54016337,7,7
54016338,961,0
54016339,2,9
54016340,8,8
54016341,3,5
54016352,2,8
54016353,10,6
54016354,1,6
54016355,8,7
54016356,1099,1
54016357,1183,0
54016358,3,8
54016359,3,8
54016361,7,7
54016360,18,7
54016362,195,4
54016363,17,7
54016364,4342,0
54016365,2108,0
54016366,9,8
54016367,124,5
54016368,1,9
54016369,51,5
54016370,7,8
54016371,7,9
54016372,2,8
54016373,100,5
54016374,10,9
54016375,2,6
54016376,25,7
54016377,24,7
54016378,2,7
54016379,54,6
54016380,9,8
54016381,11,8
54016393,7,9
54016394,22,6
54016396,735,0
54016397,2,8
54016400,204,4
54016401,5044,0
54016402,1505,0
54016403,3,7
54016404,1604,0
54016406,1,9
54016411,8,7
54016410,1352,0
54016413,1115,0
54016414,1099,1
54016421,136,5
54016424,19,7
54016425,5453,0
54016426,5406,0
54016427,6,8
54016429,36,6
54016435,147,5
54016486,2,7
54057195,1270,2
54440305,1,8
54016430,12,6
54016431,2,7
54016432,3712,0
54016433,1699,1
54016434,13,7
54016436,12,8
54016437,1,7
54016442,1,6
54016443,11,8
54016444,2,7
54016445,6,7
54016446,2,8
54016447,14,8
54016448,12,7
54016449,13,8
54016452,22,7
54016453,13,8
54016454,14,8
54016455,2,8
54016456,2,9
54016457,2,9
54016458,2,9
54016459,2,9
54016460,17,7
54016461,4,6
54016462,6,6
54016463,21,7
54016464,12,4
54016465,5,6
54016466,17,8
54016467,734,0
54016468,13,8
54016469,8,8
54016470,3,8
54016471,9,8
54016472,2,8
54016473,3,7
54016474,24,7
54016475,2,8
54016476,7,9
54016477,197,5
54016478,13,9
54016479,9,7
54016480,2,8
54016481,5,8
54016483,11,9
54016485,11,6
54016484,1,9
54016489,4607,1
54016493,24,7
54016492,27,7
54016495,201,3
54016494,23,8
54016496,3,6
54016498,6,8
54016499,4,7
54016500,35,7
54016501,14,8
54016506,9,8
54016507,5,6
54016508,11,7
54016509,21,7
54016510,1494,1
54016511,14,7
54016515,1633,2
54016516,5,7
54016517,1127,1
54016519,8,8
54016520,7,5
54016527,16,8
54016528,4,6
54016529,3,8
54016530,4,8
54016531,28,8
54016532,2,8
54016533,12,7
54016540,107,5
54016551,23,7
54016541,1,8
54016542,1,8
54016543,10,8
54016544,6,9
54016545,2,6
54016546,28,8
54016547,759,2
54016548,11,8
54016549,10,8
54016550,10,8
54016558,6,8
54016560,9,6
54016559,2,8
54016561,32,8
54016562,24,7
54016563,10,7
54016564,6,8
54016565,1,6
54016566,6,8
54016567,3,9
54016576,424,3
54016577,5,8
54016578,31,6
54016579,728,1
54016580,11,7
54016583,10,7
54016584,11,9
54016585,4,9
54016586,12,8
54016587,56,6
54016588,6,9
54016589,14,7
54016590,8,4
54016604,27,7
54016605,9,7
54016606,40,6
54016607,8,8
54016608,12,8
54016609,2177,0
54016611,2995,1
54016612,13,7
54016613,1898,2
54016614,3826,0
54016615,79,6
54016616,26,6
54016617,219,4
54016618,39,6
54016619,1658,1
54016620,53,6
54016621,9,8
54016632,30,6
54016633,7,7
54016634,7,8
54016635,12,8
54016637,54,5
54016638,85,4
54016639,18,5
54016640,59,6
54016641,7,8
54016642,1461,1
54016643,4,9
54016644,33,7
54016665,10,8
54016666,39,6
54016660,9,8
54016661,31,6
54016664,37,6
54016662,11,3
54016663,24,8
54016667,7,8
54016668,3,6
54016669,5,8
54016670,52,6
54016671,18,6
54016672,594,3
54016673,4,7
54016674,33,5
54016675,6,7
54016676,7,4
54016677,5,7
54016678,13,7
54016679,34,6
54016680,27,6
54016681,12,5
54016682,12,8
54016683,27,7
54016684,3545,0
54016685,1992,0
54016687,23,7
54016686,17,4
54016689,8,8
54016688,5,9
54016690,1,7
54016691,27,6
54016709,22,7
54016710,13,8
54016712,2191,2
54016715,1304,1
54016714,117,5
54016713,7,7
54016716,17,7
54016721,22,6
54016722,25,7
54016724,4,8
54016723,23,6
54016725,7,5
54016727,3,6
54016726,21,7
54016728,1509,0
54016729,4,9
54016730,7,9
54016731,703,1
54016732,7,8
54016733,20,5
54016734,3,4
54016735,7,8
54016736,4632,0
54016737,6,9
54016739,6,8
54016738,6,8
54016740,1394,3
54016741,954,1
54016742,3,8
54016746,15,5
54016747,17,3
54016748,1684,0
54016749,4,8
54016750,10,8
54016754,85,5
54016755,78,5
54016756,9,4
54016757,9,8
54016758,18,6
54016759,6,8
54016760,24,6
54016761,5,8
54016762,5,7
54016763,8,9
54016764,7,8
54016765,22,4
54016766,84,5
54016767,33,8
54016768,23,6
54016769,3,5
54016771,4,7
54016770,12,9
54016772,937,1
54016773,3,9
54016777,32,6
54016778,3,7
54016779,8,8
54016780,3344,0
54016781,46,7
54016782,20,7
54016783,6,9
54016784,3,9
54016785,17,8
54016786,7,7
54016787,5,8
54016805,1,6
54016806,8,5
54016807,1,7
54016808,4,8
54016809,4,8
54016810,19,8
54016811,177,3
54016812,8,8
54016813,7,8
54016814,931,1
54016816,7,8
54016817,6,6
54016818,2398,0
54016819,2,7
54016836,1,8
54016837,16,9
54016838,17,8
54016839,14,8
54016911,3,9
54016912,29,6
54016913,6,8
54016914,1470,1
54016915,9,9
54016916,17,7
54016917,85,5
54016918,11,8
54016919,2028,0
54016920,7,8
54016921,36,6
54016933,4589,0
54016934,3,9
54016936,1774,1
54016935,5338,1
54016937,53,6
54016938,43,7
54016939,2,5
54016940,4,8
54016950,28,7
54016956,1849,1
54017051,110,4
54017083,66,5
54017093,224,3
54017168,2590,1
54017279,153,5
54286246,6,8
54539808,7,9
54016946,2,7
54016947,1854,0
54016951,1,8
54016952,5210,0
54016953,2,9
54016954,2,9
54016955,9,6
54016957,23,7
54016959,\N,7
54016960,3,9
54016961,4,9
54016964,12,8
54016965,1,7
54016966,2,8
54016967,53,7
54016969,25,6
54016970,2,9
54016974,756,1
54016975,184,3
54016979,244,4
54016981,41,7
54016986,15,5
54016987,17,7
54016988,18,7
54016989,10,7
54016990,6,8
54016992,12,6
54016991,1,4
54016993,14,4
54016994,195,5
54016995,6,9
54016996,9,7
54016997,3,8
54016998,16,7
54016999,\N,8
54017000,31,7
54017001,35,6
54017003,8,7
54017002,7,7
54017014,3,8
54017015,41,6
54017030,7,7
54017033,117,4
54017031,135,5
54017032,8,7
54017034,15,7
54017035,5,8
54017037,3,7
54017036,4,9
54017038,37,6
54017039,6,8
54017040,11,8
54017041,2,6
54017042,32,7
54017043,4,9
54017045,12,8
54017053,8,8
54017054,46,6
54017055,3,7
54017061,33,7
54017062,13,9
54017064,11,8
54017074,5,9
54017075,2189,3
54017076,15,6
54017110,9,9
54017111,1455,0
54017115,7,7
54017118,9,8
54017128,13,8
54017139,29,6
54017142,7646,0
54017159,11,6
54017201,23,7
54017217,154,5
54017226,185,5
54017263,37,4
54017561,6568,0
54046598,138,4
54049901,2723,0
54148939,27,7
54225503,2,8
54017044,1,6
54017052,15,7
54017056,16,8
54017057,35,7
54017058,17,8
54017059,41,6
54017060,25,7
54017063,5,9
54017077,174,4
54017078,7,9
54017079,10,8
54017080,10,8
54017081,5,8
54017082,28,6
54017084,4,7
54017085,44,5
54017086,1824,1
54017087,6,6
54017088,15,6
54017090,3,7
54017089,8,7
54017091,26,7
54017092,9,8
54017094,5,6
54017095,29,8
54017096,979,2
54017097,4,6
54017098,50,6
54017112,2,8
54017113,11,7
54017114,37,6
54017116,10,9
54017117,25,7
54017119,31,6
54017121,20,7
54017122,37,6
54017129,93,5
54017130,9,8
54017131,32,7
54017132,1,7
54017133,30,6
54017134,10,8
54017135,372,3
54017136,25,7
54017137,15,7
54017138,19,7
54017140,3865,0
54017141,98,6
54017143,6,8
54017144,5,9
54017156,59,5
54017157,9,8
54017158,21,7
54017160,9,8
54017161,27,7
54017162,5,6
54017163,4,8
54017164,207,4
54017165,7,8
54017166,5,8
54017167,2884,1
54017178,32,6
54017179,8,5
54017180,23,3
54017181,24,8
54017182,180,6
54017183,8,7
54017184,24,6
54017185,28,6
54017186,16,7
54017187,11,8
54017188,9,8
54017189,60,5
54017195,2034,0
54017197,21,3
54017198,6,8
54017199,11,8
54017200,1441,1
54017202,54,6
54017203,20,7
54017204,27,7
54017205,14,7
54017213,3,8
54017214,60,6
54017215,23,6
54017216,10,8
54017223,30,7
54017225,7,5
54017228,19,7
54017227,15,8
54017229,14,6
54017231,731,2
54017230,10,8
54017232,6,6
54017234,3675,0
54017233,1311,1
54017245,5,9
54017246,1,8
54017247,2,7
54017248,19,7
54017249,26,7
54017250,6,8
54017251,4,7
54017252,19,7
54017253,225,5
54017254,2,7
54017255,2,7
54017256,\N,9
54017257,27,7
54017258,714,2
54017259,7,8
54017260,218,2
54017261,1474,0
54017262,63,4
54017264,2,7
54017268,1088,1
54017271,8,8
54017272,21,7
54017273,2,8
54017274,4756,0
54017275,2803,0
54017276,1,8
54017280,6,8
54017282,2,7
54017288,4011,1
54017289,1,8
54017290,28,6
54017291,47,5
54017292,1492,1
54017294,17,8
54017293,1,8
54017302,2,7
54017303,23,7
54017304,12,6
54017312,17,8
54017313,30,7
54017314,17,9
54017316,79,5
54017317,17,7
54017323,2543,1
54017324,29,4
54017343,165,4
54017439,68,5
54017558,2730,0
54049874,4951,0
54099943,3256,0
54017329,5,8
54017344,22,7
54017367,55,5
54017368,2950,1
54017369,1846,1
54017376,5,7
54017377,22,4
54017378,177,4
54017381,48,6
54017399,5,8
54017400,2,8
54017401,12,7
54017402,12,7
54017403,15,5
54017404,4,8
54017405,123,5
54017412,18,7
54017411,3,8
54017418,9,4
54017419,41,6
54017420,3,8
54017435,41,7
54017436,1246,0
54017437,164,5
54017438,227,5
54017440,154,4
54017454,8,9
54017475,7,8
54017528,7,9
54017536,34,7
54017537,6,8
54017538,95,5
54017539,202,4
54017540,9,9
54017541,13,6
54017542,1310,0
54017543,40,6
54017545,1743,1
54017556,2112,0
54017557,95,4
54017685,28,6
54048829,2737,0
54017450,12,8
54017451,3216,0
54017452,57,5
54017453,27,7
54017455,31,6
54017456,31,6
54017457,215,4
54017472,996,4
54017473,13,8
54017474,941,0
54017476,38,6
54017477,97,5
54017529,24,7
54017530,1627,0
54017535,1861,0
54017544,2074,0
54017546,4,8
54017555,182,5
54017559,1093,1
54017560,12,9
54017562,8,7
54017563,15,7
54017564,6,9
54017565,5,7
54017566,9,8
54017577,189,4
54017578,4,6
54017579,1,9
54017580,23,7
54017581,228,2
54017593,32,6
54017594,4190,0
54017596,2,8
54017597,2120,0
54017598,140,4
54017610,7,7
54017611,8,7
54017613,2,9
54017614,7,8
54017615,1512,1
54017617,11,8
54017626,43,7
54017627,17,8
54017639,49,6
54017643,5,9
54017642,4,9
54017644,3166,0
54017645,66,5
54017646,73,6
54017647,67,5
54017648,54,5
54017649,23,7
54017650,74,6
54017651,22,7
54017652,13,7
54017653,7873,0
54017654,5183,0
54017655,3592,0
54017662,448,4
54017664,44,6
54017665,3346,1
54017666,15,8
54017683,29,7
54017684,2055,0
54017686,1703,1
54017687,2937,0
54017692,2227,0
54017693,2,9
54017694,90,5
54017697,18,7
54017701,25,7
54036654,3075,0
54041665,828,2
54049786,2753,0
54051247,1097,1
54054499,112,4
54465297,\N,9
54499718,\N,7
54017702,106,4
54017704,2,6
54017783,1106,1
54017784,185,4
54028097,167,4
54031742,124,4
54031743,30,6
54031744,3,9
54031745,15,8
54031746,32,7
54031747,3,7
54034187,18,7
54034188,16,4
54034189,2,8
54034190,5,9
54034191,4697,0
54034192,1101,0
54034193,879,2
54036655,2042,1
54041664,9,7
54041666,14,8
54041667,7,8
54041668,3765,1
54041669,59,6
54046596,10,8
54046597,25,7
54046599,38,7
54048813,87,5
54048814,35,5
54048828,4928,0
54048831,2777,1
54048849,130,4
54049898,153,4
54499710,\N,8
54048844,5,9
54048845,22,6
54048846,4036,0
54048847,2186,0
54048848,4,8
54048850,29,6
54048851,74,6
54048864,57,5
54048865,1,7
54048866,9,8
54048867,1095,2
54048868,2151,0
54048869,32,7
54048870,1244,4
54048878,25,7
54048879,16,8
54048880,108,4
54048882,14,7
54048881,27,5
54048884,10,8
54048885,69,6
54048886,6,8
54048887,5,8
54048889,9,8
54048888,27,7
54048890,9,4
54048892,3325,0
54048891,57,5
54048900,944,0
54048901,3,9
54048902,13,8
54048903,1179,3
54048922,162,4
54048923,10,5
54048924,10,8
54048940,4,7
54048941,32,6
54048942,36,6
54048943,29,7
54048944,39,6
54048945,11,8
54048946,7,8
54048947,1354,0
54049341,45,5
54048949,26,7
54048948,980,0
54049346,5,9
54049347,2,8
54049348,35,9
54049349,9,6
54049350,2,7
54049351,49,5
54049352,7,9
54049353,70,5
54049354,202,4
54049355,6,7
54049356,1362,0
54049357,21,6
54049759,4,9
54049358,140,4
54049359,26,6
54049762,178,4
54049763,28,6
54049764,86,4
54049765,5,9
54049766,148,5
54049767,3,9
54049769,49,6
54049781,3,8
54049782,15,8
54049783,8,7
54049784,27,7
54049785,3,9
54049788,6,8
54049787,16,8
54049789,7,7
54049792,7,7
54049791,33,6
54049793,18,7
54049794,2,6
54049795,31,7
54049796,1,5
54049797,1,8
54049806,14,8
54049807,33,6
54049822,207,2
