spkid,H,diameter
3986745,26.20,\N
3986746,22.08,\N
3986760,24.58,\N
3986761,24.24,\N
3986762,22.90,\N
3986763,25.90,\N
3986764,25.60,\N
3986765,27.60,\N
3986766,22.10,\N
3986767,27.20,\N
3986768,22.90,\N
3986769,22.20,\N
3986770,26.31,\N
3986771,26.04,\N
3986772,23.00,\N
3986773,22.40,\N
3986774,25.20,\N
3986776,26.40,\N
3986775,26.93,\N
3986805,22.10,\N
3986806,21.41,\N
3986807,20.11,\N
3986808,23.78,\N
3986809,21.30,\N
3986810,21.80,\N
3986811,21.12,\N
3986812,26.80,\N
3986814,21.80,\N
3986813,26.40,\N
3986815,20.31,\N
3986829,25.20,\N
3986830,26.12,\N
3986831,20.38,\N
3986832,23.67,\N
3986833,24.20,\N
3986834,27.70,\N
3986835,24.50,\N
3986836,25.32,\N
3986837,22.40,\N
3986838,19.16,\N
3986839,26.00,\N
3986840,24.70,\N
3986841,26.90,\N
3986842,25.20,\N
3986843,23.43,\N
3986844,18.98,\N
3986845,20.88,\N
3986846,26.30,\N
3986848,25.56,\N
3986847,23.30,\N
3989077,19.82,\N
3989079,20.15,\N
3989074,21.89,\N
3989075,22.50,\N
3989076,26.60,\N
3989080,23.40,\N
3989081,26.10,\N
3989083,27.60,\N
3989082,24.32,\N
3989084,29.70,\N
3989085,25.30,\N
3989086,26.90,\N
3989087,26.20,\N
3989088,25.00,\N
3989089,23.70,\N
3989090,23.50,\N
3989091,20.70,\N
3989092,22.97,\N
3989093,20.73,\N
3989095,20.90,\N
3989096,20.98,\N
3989097,25.50,\N
3989098,23.04,\N
3989099,21.30,\N
3989138,26.44,\N
3989139,26.41,\N
3989140,24.27,\N
3989141,26.53,\N
3989142,24.20,\N
3989144,20.85,\N
3989146,25.40,\N
3989145,24.57,\N
3989147,28.60,\N
3989148,26.00,\N
3989149,25.50,\N
3989150,25.00,\N
3989151,23.36,\N
3989152,25.30,\N
3989154,22.80,\N
3989156,26.80,\N
3989157,21.70,\N
3989158,24.16,\N
3989159,25.50,\N
3989160,24.70,\N
3989161,22.90,\N
3989162,25.10,\N
3989164,27.80,\N
3989165,28.00,\N
3989166,25.80,\N
3989167,25.00,\N
3989168,24.20,\N
3989169,23.80,\N
3989170,23.80,\N
3989171,24.36,\N
3989172,19.72,\N
3989174,18.10,\N
3989176,27.99,\N
3989175,26.80,\N
3989177,24.80,\N
3989178,23.60,\N
3989181,22.50,\N
3989180,21.00,\N
3989182,20.07,\N
3989183,20.95,\N
3989184,25.18,\N
3989185,28.30,\N
3989186,21.10,\N
3989187,25.30,\N
3989188,24.14,\N
3989189,28.50,\N
3989190,25.71,\N
3989191,24.40,\N
3989192,23.90,\N
3989193,23.70,\N
3989194,25.50,\N
3989195,23.77,\N
3989196,25.60,\N
3989197,20.88,\N
3989198,22.66,\N
3989200,22.40,\N
3989199,27.19,\N
3989201,25.97,\N
3989202,24.80,\N
3989203,23.31,\N
3989204,24.90,\N
3989205,23.11,\N
3989206,26.50,\N
3989207,26.60,\N
3989208,26.90,\N
3989209,24.90,\N
3989210,21.10,\N
3989211,22.81,\N
3989212,23.30,\N
3989213,23.76,\N
3989214,23.50,\N
3989215,26.90,\N
3989216,27.60,\N
3989217,26.30,\N
3989218,26.20,\N
3989219,22.60,\N
3989220,26.10,\N
3989232,26.30,\N
3989231,24.80,\N
3989233,25.48,\N
3989234,25.20,\N
3989235,27.20,\N
3989236,25.70,\N
3989237,27.20,\N
3989238,20.50,\N
3989239,26.10,\N
3989240,25.00,\N
3989241,22.80,\N
3989242,20.99,\N
3989243,20.20,\N
3989245,23.00,\N
3989244,22.80,\N
3989246,25.70,\N
3989247,25.50,\N
3989248,22.65,\N
3989249,27.70,\N
3989250,27.50,\N
3989251,21.70,\N
3989252,23.10,\N
3989253,24.29,\N
3989254,22.45,\N
3989255,25.00,\N
3989256,26.20,\N
3989257,21.40,\N
3989258,24.90,\N
3989259,27.80,\N
3989260,23.10,\N
3989261,22.30,\N
3989262,24.20,\N
3989263,26.80,\N
3989264,24.40,\N
3989265,28.20,\N
3989266,22.70,\N
3989268,28.00,\N
3989269,22.20,\N
3989270,24.40,\N
3989273,20.84,\N
3989274,24.60,\N
3989276,25.30,\N
3989277,25.90,\N
3989278,22.30,\N
3989279,25.64,\N
3989280,24.50,\N
3989282,19.02,\N
3989283,22.60,\N
3989284,26.10,\N
3989286,23.70,\N
3989287,18.12,\N
3989288,28.90,\N
3989289,22.70,\N
3989290,20.90,\N
3989291,23.30,\N
3989292,26.20,\N
3989293,27.80,\N
3989294,20.00,\N
3989295,26.90,\N
3989296,28.50,\N
3989297,26.65,\N
3989298,26.40,\N
3989299,26.10,\N
3989300,21.70,\N
3989303,21.00,\N
3989305,21.28,\N
3989306,21.50,\N
3989308,27.40,\N
3989307,23.10,\N
3989312,25.40,\N
3989315,29.90,\N
3989314,22.79,\N
3989316,20.90,\N
3989317,18.76,\N
3989331,18.90,\N
3989332,24.25,\N
3989333,22.30,\N
3989334,25.20,\N
3989335,23.50,\N
3989336,21.39,\N
3989337,18.51,\N
3989338,27.70,\N
3989339,24.10,\N
3989340,23.43,\N
3989341,18.30,\N
3989342,20.13,\N
3989343,24.56,\N
3989344,24.08,\N
3989345,27.40,\N
3989346,21.86,\N
3989347,21.60,\N
3989348,22.72,\N
3989351,24.80,\N
3989352,23.20,\N
3989353,27.00,\N
3989354,26.40,\N
3989358,24.60,\N
3989395,25.20,\N
3989398,26.60,\N
3989399,22.09,\N
3989403,26.00,\N
3989410,22.40,\N
3989677,21.21,\N
3989723,25.50,\N
3991582,20.37,\N
3991614,25.10,\N
54000002,24.80,\N
54005697,26.60,\N
54016279,24.64,\N
54016342,19.23,\N
3989349,29.60,\N
3989355,27.70,\N
3989356,28.00,\N
3989357,28.30,\N
3989396,25.00,\N
3989397,27.40,\N
3989400,25.16,\N
3989401,25.30,\N
3989404,26.90,\N
3989405,28.40,\N
3989406,27.40,\N
3989407,27.90,\N
3989408,27.40,\N
3989409,26.10,\N
3989412,27.00,\N
3989413,27.00,\N
3989414,27.50,\N
3989415,28.10,\N
3989416,28.20,\N
3989455,25.60,\N
3989454,25.16,\N
3989456,32.56,\N
3989457,23.20,\N
3989459,27.10,\N
3989458,29.40,\N
3989460,25.00,\N
3989506,25.10,\N
3989507,27.90,\N
3989648,26.10,\N
3989649,25.71,\N
3989650,23.80,\N
3989651,24.10,\N
3989652,25.50,\N
3989653,23.89,\N
3989654,26.60,\N
3989671,19.96,\N
3989672,22.90,\N
3989673,22.70,\N
3989674,24.20,\N
3989675,22.10,\N
3989676,28.86,\N
3989678,27.10,\N
3989721,24.19,\N
3989722,20.95,\N
3989724,22.70,\N
3989813,24.13,\N
3989814,23.69,\N
3991546,25.40,\N
3991547,24.30,\N
3991554,20.20,\N
3991555,25.09,\N
3991556,21.30,\N
3991576,27.60,\N
3991577,24.50,\N
3991578,24.60,\N
3991579,27.20,\N
3991580,29.28,\N
3991581,19.47,\N
3991583,24.70,\N
3991584,22.02,\N
3991585,26.80,\N
3991586,25.60,\N
3991588,28.60,\N
3991587,27.32,\N
3991593,24.40,\N
3991594,26.30,\N
3991595,27.30,\N
3991596,25.80,\N
3991605,26.30,\N
3991606,22.70,\N
3991607,27.50,\N
3991616,21.40,\N
3991642,25.20,\N
3991649,24.50,\N
54000953,31.74,\N
54006018,24.50,\N
54293318,28.00,\N
3991592,24.43,\N
3991597,26.77,\N
3991598,26.73,\N
3991608,23.56,\N
3991609,27.00,\N
3991610,26.18,\N
3991611,25.80,\N
3991612,26.20,\N
3991613,26.06,\N
3991615,25.40,\N
3991617,26.90,\N
3991618,23.90,\N
3991619,27.00,\N
3991644,21.43,\N
3991643,26.50,\N
3991645,24.80,\N
3991646,28.00,\N
3991647,28.70,\N
3991648,26.70,\N
3991650,30.40,\N
3991652,19.99,\N
3991651,25.40,\N
3991653,28.60,\N
3991654,29.80,\N
3991655,24.50,\N
3991656,25.30,\N
3991657,27.00,\N
3991658,27.80,\N
3991659,24.63,\N
3991660,24.55,\N
3991661,24.88,\N
3991662,26.80,\N
3991663,20.70,\N
3991664,23.75,\N
3991665,22.61,\N
3991666,25.48,\N
3991693,24.50,\N
3991694,26.09,\N
3991695,24.10,\N
3991696,26.72,\N
3991697,24.10,\N
3991698,27.40,\N
3991699,26.50,\N
3991701,21.85,\N
3991703,24.00,\N
3991727,22.80,\N
3991728,25.10,\N
3991729,18.99,\N
3991730,25.90,\N
3991731,27.50,\N
3991732,26.20,\N
3991733,19.66,\N
3991734,25.20,\N
3991735,26.30,\N
3991736,26.30,\N
3991738,26.50,\N
3991737,27.20,\N
3991752,26.84,\N
3994618,21.50,\N
3994619,18.80,\N
3994620,21.78,\N
3994621,27.60,\N
3994622,25.10,\N
54000000,23.50,\N
54000001,25.10,\N
54000003,24.00,\N
54000955,20.52,\N
54000956,21.95,\N
54000957,24.98,\N
54000958,23.90,\N
54000959,24.20,\N
54000960,27.53,\N
54005585,24.40,\N
54005657,26.20,\N
54005658,26.84,\N
54005659,27.50,\N
54005660,25.80,\N
54005661,24.90,\N
54005662,26.10,\N
54005663,25.90,\N
54005664,21.21,\N
54005665,24.90,\N
54005666,27.90,\N
54005667,28.40,\N
54005701,24.70,\N
54005702,25.50,\N
54005703,25.59,\N
54005704,25.40,\N
54005705,25.70,\N
54005706,28.30,\N
54005707,26.20,\N
54005708,28.15,\N
54006014,24.40,\N
54006013,22.90,\N
54006015,24.80,\N
54006016,24.20,\N
54006017,21.73,\N
54006019,27.90,\N
54006020,27.50,\N
54006021,25.18,\N
54006022,25.86,\N
54006023,29.75,\N
54006054,25.50,\N
54006055,23.59,\N
54006056,25.40,\N
54006057,25.00,\N
54006058,26.90,\N
54006081,25.00,\N
54013533,23.20,\N
54211503,30.31,\N
54293316,25.58,\N
54293315,27.81,\N
54293578,24.64,\N
54007826,24.60,\N
54013535,19.44,\N
54013538,26.92,\N
54013539,27.00,\N
54013540,26.20,\N
54013541,29.70,\N
54013542,21.00,\N
54013543,23.70,\N
54013544,24.90,\N
54013566,18.09,\N
54013568,25.90,\N
54016185,29.20,\N
54016186,27.00,\N
54016189,23.46,\N
54016190,25.80,\N
54016191,24.10,\N
54016197,22.40,\N
54016332,22.00,\N
54016187,25.50,\N
54016188,23.20,\N
54016198,27.67,\N
54016196,22.40,\N
54016199,26.80,\N
54016200,27.90,\N
54016201,26.10,\N
54016202,28.30,\N
54016203,24.81,\N
54016204,24.10,\N
54016205,27.60,\N
54016206,25.90,\N
54016207,25.99,\N
54016208,27.31,\N
54016209,26.10,\N
54016210,27.80,\N
54016211,24.30,\N
54016212,26.40,\N
54016213,24.90,\N
54016214,26.70,\N
54016215,24.61,\N
54016216,23.40,\N
54016217,25.30,\N
54016218,26.37,\N
54016219,25.60,\N
54016220,27.40,\N
54016221,26.00,\N
54016222,27.90,\N
54016223,25.10,\N
54016224,25.20,\N
54016225,25.40,\N
54016226,27.40,\N
54016227,26.75,\N
54016228,29.30,\N
54016229,22.80,\N
54016232,21.20,\N
54016233,23.45,\N
54016234,21.70,\N
54016235,21.23,\N
54016236,21.13,\N
54016237,22.40,\N
54016238,27.80,\N
54016239,26.90,\N
54016240,25.70,\N
54016241,26.60,\N
54016242,27.46,\N
54016247,26.20,\N
54016248,28.00,\N
54016249,25.70,\N
54016250,26.00,\N
54016280,21.16,\N
54016281,20.15,\N
54016283,23.10,\N
54016292,26.10,\N
54016293,26.30,\N
54016294,25.10,\N
54016295,22.40,\N
54016296,24.32,\N
54016297,23.10,\N
54016305,28.60,\N
54016306,22.16,\N
54016307,24.10,\N
54016308,23.60,\N
54016310,25.20,\N
54016309,25.10,\N
54016311,23.40,\N
54016312,25.07,\N
54016313,24.90,\N
54016314,23.40,\N
54016315,22.60,\N
54016317,25.10,\N
54016316,24.80,\N
54016319,26.30,\N
54016321,23.93,\N
54016318,25.30,\N
54016320,23.40,\N
54016324,24.49,\N
54016323,23.10,\N
54016322,23.80,\N
54016330,20.70,\N
54016331,23.70,\N
54016333,23.10,\N
54016334,27.70,\N
54016335,21.07,\N
54016336,24.11,\N
54016337,26.80,\N
54016338,23.06,\N
54016339,23.80,\N
54016340,24.00,\N
54016341,27.90,\N
54016352,26.90,\N
54016353,28.40,\N
54016354,29.50,\N
54016355,27.50,\N
54016356,26.96,\N
54016357,23.25,\N
54016358,24.50,\N
54016359,27.00,\N
54016361,25.39,\N
54016360,21.70,\N
54016362,21.73,\N
54016363,24.57,\N
54016364,23.48,\N
54016365,21.19,\N
54016366,24.80,\N
54016367,20.50,\N
54016368,24.60,\N
54016369,24.90,\N
54016370,25.20,\N
54016371,23.00,\N
54016372,26.00,\N
54016373,20.74,\N
54016374,23.21,\N
54016375,28.60,\N
54016376,25.90,\N
54016377,20.55,\N
54016378,29.70,\N
54016379,21.00,\N
54016380,25.00,\N
54016381,26.00,\N
54016393,23.50,\N
54016394,22.30,\N
54016396,25.72,\N
54016397,25.30,\N
54016400,20.80,\N
54016401,20.06,\N
54016402,20.67,\N
54016403,27.10,\N
54016404,20.14,\N
54016406,28.10,\N
54016411,25.30,\N
54016410,21.94,\N
54016413,25.07,\N
54016414,21.45,\N
54016421,22.00,\N
54016424,22.91,\N
54016425,23.22,\N
54016426,22.41,\N
54016427,25.10,\N
54016429,21.30,\N
54016435,22.30,\N
54016486,26.10,\N
54057195,23.65,\N
54440305,24.00,\N
54016430,25.70,\N
54016431,26.50,\N
54016432,22.09,\N
54016433,28.17,\N
54016434,26.00,\N
54016436,26.50,\N
54016437,29.00,\N
54016442,26.80,\N
54016443,23.10,\N
54016444,26.50,\N
54016445,27.40,\N
54016446,28.10,\N
54016447,24.50,\N
54016448,26.40,\N
54016449,25.60,\N
54016452,23.70,\N
54016453,25.70,\N
54016454,24.80,\N
54016455,26.30,\N
54016456,27.30,\N
54016457,24.10,\N
54016458,25.30,\N
54016459,27.00,\N
54016460,24.80,\N
54016461,26.90,\N
54016462,25.25,\N
54016463,23.20,\N
54016464,27.10,\N
54016465,26.30,\N
54016466,25.30,\N
54016467,25.62,\N
54016468,26.20,\N
54016469,25.19,\N
54016470,26.80,\N
54016471,23.70,\N
54016472,27.00,\N
54016473,27.60,\N
54016474,23.60,\N
54016475,26.80,\N
54016476,23.70,\N
54016477,22.20,\N
54016478,24.90,\N
54016479,27.00,\N
54016480,27.90,\N
54016481,25.80,\N
54016483,21.86,\N
54016485,26.60,\N
54016484,26.00,\N
54016489,21.14,\N
54016493,21.14,\N
54016492,21.52,\N
54016495,20.41,\N
54016494,20.80,\N
54016496,26.00,\N
54016498,24.30,\N
54016499,26.60,\N
54016500,24.80,\N
54016501,22.50,\N
54016506,23.60,\N
54016507,25.60,\N
54016508,26.30,\N
54016509,24.60,\N
54016510,18.36,\N
54016511,26.50,\N
54016515,22.97,\N
54016516,25.20,\N
54016517,21.40,\N
54016519,26.70,\N
54016520,26.50,\N
54016527,23.60,\N
54016528,27.90,\N
54016529,25.04,\N
54016530,26.50,\N
54016531,23.60,\N
54016532,27.30,\N
54016533,26.10,\N
54016540,19.80,\N
54016551,22.73,\N
54016541,25.70,\N
54016542,25.20,\N
54016543,24.50,\N
54016544,23.60,\N
54016545,25.20,\N
54016546,24.30,\N
54016547,19.99,\N
54016548,25.30,\N
54016549,25.06,\N
54016550,25.00,\N
54016558,24.30,\N
54016560,28.60,\N
54016559,28.60,\N
54016561,24.20,\N
54016562,21.18,\N
54016563,26.70,\N
54016564,24.90,\N
54016565,28.80,\N
54016566,26.20,\N
54016567,24.30,\N
54016576,22.91,\N
54016577,27.10,\N
54016578,23.20,\N
54016579,23.74,\N
54016580,27.40,\N
54016583,23.30,\N
54016584,24.30,\N
54016585,23.60,\N
54016586,25.30,\N
54016587,21.10,\N
54016588,25.40,\N
54016589,26.94,\N
54016590,28.60,\N
54016604,23.60,\N
54016605,24.50,\N
54016606,25.86,\N
54016607,25.85,\N
54016608,23.50,\N
54016609,22.56,\N
54016611,19.40,\N
54016612,24.00,\N
54016613,24.31,\N
54016614,20.64,\N
54016615,22.10,\N
54016616,23.00,\N
54016617,21.40,\N
54016618,23.98,\N
54016619,22.13,\N
54016620,23.32,\N
54016621,24.80,\N
54016632,25.70,\N
54016633,25.80,\N
54016634,24.30,\N
54016635,22.40,\N
54016637,22.40,\N
54016638,22.46,\N
54016639,26.59,\N
54016640,19.10,\N
54016641,24.89,\N
54016642,22.11,\N
54016643,24.96,\N
54016644,25.12,\N
54016665,23.00,\N
54016666,24.40,\N
54016660,26.08,\N
54016661,23.80,\N
54016664,22.60,\N
54016662,24.20,\N
54016663,24.10,\N
54016667,24.80,\N
54016668,29.40,\N
54016669,26.00,\N
54016670,22.30,\N
54016671,25.36,\N
54016672,24.04,\N
54016673,27.91,\N
54016674,25.30,\N
54016675,26.00,\N
54016676,22.10,\N
54016677,27.20,\N
54016678,23.10,\N
54016679,24.80,\N
54016680,23.75,\N
54016681,27.40,\N
54016682,26.20,\N
54016683,22.20,\N
54016684,20.14,\N
54016685,20.24,\N
54016687,24.60,\N
54016686,24.50,\N
54016689,25.50,\N
54016688,24.80,\N
54016690,26.60,\N
54016691,27.00,\N
54016709,23.00,\N
54016710,25.50,\N
54016712,22.11,\N
54016715,23.35,\N
54016714,23.10,\N
54016713,26.30,\N
54016716,24.20,\N
54016721,26.80,\N
54016722,24.00,\N
54016724,26.90,\N
54016723,21.79,\N
54016725,27.70,\N
54016727,26.70,\N
54016726,25.70,\N
54016728,19.21,\N
54016729,23.70,\N
54016730,25.20,\N
54016731,20.63,\N
54016732,23.60,\N
54016733,25.00,\N
54016734,28.50,\N
54016735,25.10,\N
54016736,20.24,\N
54016737,22.90,\N
54016739,24.70,\N
54016738,25.50,\N
54016740,19.90,\N
54016741,22.43,\N
54016742,25.50,\N
54016746,24.20,\N
54016747,25.42,\N
54016748,19.79,\N
54016749,25.60,\N
54016750,26.50,\N
54016754,22.90,\N
54016755,22.10,\N
54016756,26.70,\N
54016757,27.60,\N
54016758,27.80,\N
54016759,26.60,\N
54016760,22.67,\N
54016761,26.70,\N
54016762,28.00,\N
54016763,23.00,\N
54016764,26.10,\N
54016765,22.20,\N
54016766,24.70,\N
54016767,19.40,\N
54016768,21.74,\N
54016769,26.00,\N
54016771,26.90,\N
54016770,25.40,\N
54016772,22.84,\N
54016773,24.20,\N
54016777,25.30,\N
54016778,28.80,\N
54016779,26.10,\N
54016780,21.84,\N
54016781,22.91,\N
54016782,25.80,\N
54016783,24.48,\N
54016784,23.80,\N
54016785,24.00,\N
54016786,26.10,\N
54016787,25.40,\N
54016805,29.10,\N
54016806,26.90,\N
54016807,29.70,\N
54016808,27.10,\N
54016809,27.10,\N
54016810,25.40,\N
54016811,22.30,\N
54016812,24.90,\N
54016813,23.70,\N
54016814,21.45,\N
54016816,26.30,\N
54016817,26.90,\N
54016818,21.44,\N
54016819,28.60,\N
54016836,27.90,\N
54016837,22.77,\N
54016838,25.10,\N
54016839,24.40,\N
54016911,19.57,\N
54016912,24.00,\N
54016913,24.70,\N
54016914,23.38,\N
54016915,25.20,\N
54016916,23.50,\N
54016917,24.20,\N
54016918,25.30,\N
54016919,21.91,\N
54016920,24.80,\N
54016921,22.70,\N
54016933,23.38,\N
54016934,24.30,\N
54016936,18.53,\N
54016935,18.86,\N
54016937,20.57,\N
54016938,22.20,\N
54016939,27.30,\N
54016940,25.50,\N
54016950,23.70,\N
54016956,21.21,\N
54017051,21.57,\N
54017083,23.80,\N
54017093,21.30,\N
54017168,20.58,\N
54017279,22.40,\N
54286246,24.77,\N
54539808,21.08,\N
54016946,27.20,\N
54016947,23.47,\N
54016951,25.00,\N
54016952,19.91,\N
54016953,26.20,\N
54016954,26.10,\N
54016955,25.80,\N
54016957,21.80,\N
54016959,29.90,\N
54016960,24.07,\N
54016961,22.80,\N
54016964,26.20,\N
54016965,27.40,\N
54016966,25.90,\N
54016967,20.87,\N
54016969,25.10,\N
54016970,25.80,\N
54016974,22.32,\N
54016975,20.83,\N
54016979,21.40,\N
54016981,23.80,\N
54016986,24.50,\N
54016987,22.87,\N
54016988,26.70,\N
54016989,26.40,\N
54016990,25.90,\N
54016992,24.70,\N
54016991,27.10,\N
54016993,25.95,\N
54016994,24.90,\N
54016995,23.30,\N
54016996,27.50,\N
54016997,28.30,\N
54016998,26.00,\N
54016999,29.00,\N
54017000,23.80,\N
54017001,22.10,\N
54017003,26.10,\N
54017002,27.60,\N
54017014,24.20,\N
54017015,24.30,\N
54017030,26.50,\N
54017033,22.52,\N
54017031,23.81,\N
54017032,25.40,\N
54017034,25.70,\N
54017035,25.54,\N
54017037,27.71,\N
54017036,23.75,\N
54017038,23.23,\N
54017039,24.56,\N
54017040,24.20,\N
54017041,27.31,\N
54017042,23.50,\N
54017043,24.70,\N
54017045,23.80,\N
54017053,26.40,\N
54017054,25.60,\N
54017055,25.90,\N
54017061,23.30,\N
54017062,22.40,\N
54017064,25.50,\N
54017074,23.90,\N
54017075,19.71,\N
54017076,25.70,\N
54017110,23.10,\N
54017111,21.59,\N
54017115,22.24,\N
54017118,26.06,\N
54017128,22.50,\N
54017139,26.10,\N
54017142,21.68,\N
54017159,27.40,\N
54017201,24.60,\N
54017217,22.80,\N
54017226,24.00,\N
54017263,24.00,\N
54017561,19.40,\N
54046598,21.20,\N
54049901,20.56,\N
54148939,21.31,\N
54225503,27.55,\N
54017044,27.50,\N
54017052,24.80,\N
54017056,24.40,\N
54017057,25.30,\N
54017058,25.40,\N
54017059,24.00,\N
54017060,24.50,\N
54017063,24.65,\N
54017077,24.80,\N
54017078,23.80,\N
54017079,23.40,\N
54017080,23.80,\N
54017081,27.90,\N
54017082,23.27,\N
54017084,28.10,\N
54017085,25.80,\N
54017086,24.05,\N
54017087,28.53,\N
54017088,25.00,\N
54017090,28.50,\N
54017089,26.33,\N
54017091,26.20,\N
54017092,25.40,\N
54017094,26.70,\N
54017095,24.00,\N
54017096,21.99,\N
54017097,27.90,\N
54017098,24.50,\N
54017112,27.50,\N
54017113,26.40,\N
54017114,20.90,\N
54017116,22.50,\N
54017117,22.98,\N
54017119,24.90,\N
54017121,24.10,\N
54017122,24.60,\N
54017129,21.00,\N
54017130,24.50,\N
54017131,26.20,\N
54017132,28.80,\N
54017133,24.50,\N
54017134,23.50,\N
54017135,21.10,\N
54017136,22.70,\N
54017137,24.60,\N
54017138,23.45,\N
54017140,21.02,\N
54017141,23.30,\N
54017143,26.20,\N
54017144,22.20,\N
54017156,23.14,\N
54017157,23.50,\N
54017158,26.32,\N
54017160,24.40,\N
54017161,25.10,\N
54017162,26.60,\N
54017163,24.40,\N
54017164,21.70,\N
54017165,25.80,\N
54017166,25.90,\N
54017167,18.71,\N
54017178,23.59,\N
54017179,27.70,\N
54017180,24.80,\N
54017181,23.70,\N
54017182,26.40,\N
54017183,26.51,\N
54017184,26.90,\N
54017185,23.90,\N
54017186,26.00,\N
54017187,25.40,\N
54017188,24.40,\N
54017189,22.10,\N
54017195,19.69,\N
54017197,25.90,\N
54017198,23.50,\N
54017199,23.70,\N
54017200,19.58,\N
54017202,22.50,\N
54017203,25.80,\N
54017204,22.90,\N
54017205,26.18,\N
54017213,26.80,\N
54017214,26.30,\N
54017215,25.30,\N
54017216,24.40,\N
54017223,25.00,\N
54017225,29.90,\N
54017228,26.30,\N
54017227,24.00,\N
54017229,27.90,\N
54017231,21.34,\N
54017230,26.90,\N
54017232,26.50,\N
54017234,20.98,\N
54017233,23.24,\N
54017245,23.80,\N
54017246,26.40,\N
54017247,27.20,\N
54017248,26.60,\N
54017249,23.60,\N
54017250,24.80,\N
54017251,27.40,\N
54017252,23.60,\N
54017253,22.02,\N
54017254,29.40,\N
54017255,26.80,\N
54017256,27.20,\N
54017257,20.98,\N
54017258,21.93,\N
54017259,25.30,\N
54017260,22.21,\N
54017261,20.18,\N
54017262,22.30,\N
54017264,25.40,\N
54017268,19.40,\N
54017271,23.30,\N
54017272,24.20,\N
54017273,26.30,\N
54017274,21.50,\N
54017275,20.13,\N
54017276,26.70,\N
54017280,27.10,\N
54017282,23.80,\N
54017288,19.25,\N
54017289,24.40,\N
54017290,24.80,\N
54017291,22.70,\N
54017292,20.04,\N
54017294,22.70,\N
54017293,26.90,\N
54017302,25.84,\N
54017303,25.40,\N
54017304,27.40,\N
54017312,21.00,\N
54017313,20.09,\N
54017314,20.85,\N
54017316,24.99,\N
54017317,26.20,\N
54017323,21.90,\N
54017324,26.50,\N
54017343,21.27,\N
54017439,22.68,\N
54017558,22.43,\N
54049874,22.55,\N
54099943,18.94,\N
54017329,25.30,\N
54017344,24.90,\N
54017367,24.30,\N
54017368,22.38,\N
54017369,22.19,\N
54017376,25.50,\N
54017377,24.50,\N
54017378,22.21,\N
54017381,21.33,\N
54017399,23.50,\N
54017400,25.50,\N
54017401,24.70,\N
54017402,23.60,\N
54017403,26.80,\N
54017404,25.10,\N
54017405,24.10,\N
54017412,23.30,\N
54017411,24.48,\N
54017418,25.30,\N
54017419,24.85,\N
54017420,23.60,\N
54017435,25.30,\N
54017436,21.59,\N
54017437,23.30,\N
54017438,20.11,\N
54017440,21.39,\N
54017454,21.49,\N
54017475,23.00,\N
54017528,22.10,\N
54017536,22.10,\N
54017537,21.40,\N
54017538,22.10,\N
54017539,19.75,\N
54017540,20.94,\N
54017541,21.30,\N
54017542,22.35,\N
54017543,24.00,\N
54017545,21.80,\N
54017556,21.88,\N
54017557,22.36,\N
54017685,23.50,\N
54048829,19.64,\N
54017450,25.30,\N
54017451,24.50,\N
54017452,23.89,\N
54017453,22.50,\N
54017455,23.60,\N
54017456,23.54,\N
54017457,20.70,\N
54017472,21.35,\N
54017473,25.29,\N
54017474,22.50,\N
54017476,25.86,\N
54017477,25.10,\N
54017529,24.90,\N
54017530,20.82,\N
54017535,20.20,\N
54017544,22.00,\N
54017546,26.10,\N
54017555,23.40,\N
54017559,23.95,\N
54017560,20.61,\N
54017562,25.80,\N
54017563,25.40,\N
54017564,21.70,\N
54017565,26.00,\N
54017566,27.60,\N
54017577,23.60,\N
54017578,26.11,\N
54017579,24.90,\N
54017580,23.30,\N
54017581,24.80,\N
54017593,24.40,\N
54017594,19.22,\N
54017596,24.80,\N
54017597,21.67,\N
54017598,19.88,\N
54017610,23.20,\N
54017611,27.90,\N
54017613,22.20,\N
54017614,22.80,\N
54017615,22.23,\N
54017617,24.50,\N
54017626,24.00,\N
54017627,24.40,\N
54017639,21.20,\N
54017643,24.50,\N
54017642,23.40,\N
54017644,18.93,\N
54017645,22.60,\N
54017646,22.40,\N
54017647,24.40,\N
54017648,25.90,\N
54017649,25.00,\N
54017650,21.90,\N
54017651,25.00,\N
54017652,25.80,\N
54017653,20.60,\N
54017654,19.93,\N
54017655,23.24,\N
54017662,24.60,\N
54017664,21.70,\N
54017665,22.70,\N
54017666,24.50,\N
54017683,23.40,\N
54017684,23.68,\N
54017686,19.95,\N
54017687,22.06,\N
54017692,21.42,\N
54017693,24.60,\N
54017694,22.70,\N
54017697,24.10,\N
54017701,24.00,\N
54036654,21.72,\N
54041665,23.28,\N
54049786,20.01,\N
54051247,20.50,\N
54054499,22.50,\N
54465297,30.09,\N
54499718,31.91,\N
54017702,21.50,\N
54017704,26.18,\N
54017783,22.16,\N
54017784,21.84,\N
54028097,21.61,\N
54031742,24.06,\N
54031743,21.80,\N
54031744,25.10,\N
54031745,22.60,\N
54031746,23.60,\N
54031747,26.10,\N
54034187,24.50,\N
54034188,26.80,\N
54034189,27.50,\N
54034190,23.70,\N
54034191,21.48,\N
54034192,22.92,\N
54034193,22.49,\N
54036655,22.80,\N
54041664,26.21,\N
54041666,25.40,\N
54041667,23.60,\N
54041668,20.59,\N
54041669,22.82,\N
54046596,24.50,\N
54046597,22.90,\N
54046599,22.80,\N
