spkid,H,diameter
3714122,26.60,\N
3714123,23.82,\N
3714125,20.69,\N
3714126,23.95,\N
3714127,23.70,\N
3714175,19.99,\N
3714177,21.70,\N
3714178,24.70,\N
3714179,24.90,\N
3714181,23.60,\N
3714182,25.50,\N
3714453,20.96,\N
3714454,21.99,\N
3714455,28.40,\N
3714456,24.43,\N
3714457,22.10,\N
3714458,22.83,\N
3714459,23.90,\N
3714460,20.12,0.544
3714461,19.56,\N
3714462,23.70,\N
3714464,20.80,\N
3714465,28.70,\N
3714488,20.40,\N
3714538,20.65,\N
3714555,20.30,\N
3714579,21.01,\N
3714581,23.03,\N
3714583,26.10,\N
3714584,27.20,\N
3714585,23.60,\N
3714586,26.20,\N
3714587,23.50,0.064
3714588,21.34,\N
3714589,22.25,\N
3719132,20.40,\N
3714590,28.30,\N
3715094,20.90,\N
3715092,24.90,\N
3715093,24.40,\N
3715095,21.70,\N
3715096,23.60,\N
3715097,26.40,\N
3715299,21.34,\N
3715300,22.20,\N
3715369,25.20,\N
3715384,17.23,0.944
3715435,24.30,\N
3715464,22.20,\N
3715909,20.12,0.753
3717068,31.00,\N
3717072,25.40,\N
3717078,20.56,\N
3717071,24.10,\N
3717074,23.64,\N
3717077,27.76,\N
3717075,22.95,\N
3837528,20.75,\N
54510129,30.40,\N
54510130,34.37,\N
54054508,20.52,\N
54519879,27.57,\N
54520929,27.25,\N
54529111,28.58,\N
54530170,26.38,\N
3715421,20.48,\N
3715465,17.73,\N
3715466,26.00,\N
3715467,25.00,\N
3715497,22.80,\N
3715498,20.53,0.262
3715468,28.40,\N
3715500,24.98,\N
3715501,25.40,\N
3715507,21.68,0.143
3715508,26.10,\N
3715509,26.60,\N
3715511,26.61,\N
3715510,25.70,\N
3715512,22.63,\N
3715513,21.16,\N
3715533,20.61,\N
3715534,24.40,\N
3715535,25.30,\N
3715537,25.40,\N
3715536,26.50,\N
3715693,23.97,\N
3715694,25.20,\N
3715702,25.60,\N
3715703,22.26,\N
3715739,22.50,\N
3715740,25.00,\N
3715741,28.80,\N
3715771,20.39,\N
3715897,21.04,\N
3715906,19.83,\N
3715907,25.22,\N
3715908,25.40,\N
3715910,24.80,\N
3718764,19.92,0.660
3715911,22.90,\N
3715995,21.00,\N
3715997,26.10,\N
3715996,27.00,\N
3715994,25.50,\N
3715998,25.70,\N
3716430,20.90,\N
3716432,24.50,\N
3716433,21.18,\N
3716435,23.90,\N
3716434,27.10,\N
3716436,27.40,\N
3716437,26.50,\N
3716438,22.70,0.108
3716439,23.60,\N
3716455,21.80,\N
3716461,25.20,\N
3716456,27.10,\N
3716462,23.70,\N
3716460,24.30,\N
3716459,25.00,\N
3716457,24.30,\N
3716458,24.70,\N
3716472,24.80,\N
3716630,20.20,\N
3716628,24.10,\N
3716629,25.90,\N
3716627,25.40,\N
3716631,22.16,\N
3716632,27.18,\N
3716633,25.60,\N
3716635,26.00,\N
3716636,23.36,\N
3716637,23.50,\N
3717039,20.61,\N
3717037,26.50,\N
3717041,26.10,\N
3717046,21.41,\N
3717049,25.16,\N
3717044,26.11,\N
3717060,23.21,\N
3717042,23.59,\N
3717043,25.90,\N
3717047,24.30,\N
3717045,25.64,\N
3717050,23.40,\N
3717052,25.50,\N
3717051,27.10,\N
3717053,26.80,\N
3717054,25.70,\N
3717100,19.28,1.115
3717066,25.20,\N
3717067,25.60,\N
3717079,27.10,\N
3717082,20.91,\N
3717081,27.10,\N
3717107,24.22,\N
3717108,23.30,\N
3717359,21.06,\N
3717358,23.71,\N
3717360,26.30,\N
3718277,25.50,\N
3718315,21.70,\N
3718320,19.68,\N
3718321,24.40,\N
3718319,27.20,\N
3718318,23.60,\N
3718323,19.83,\N
3718388,22.90,\N
3718390,23.40,\N
3718389,23.66,\N
3718391,21.22,\N
3718432,24.20,\N
3718763,20.09,\N
3718762,26.80,\N
3718780,23.70,0.108
3718781,18.23,\N
3718828,18.98,\N
3719015,21.72,\N
3719075,23.70,\N
3719076,27.70,\N
3719081,24.62,\N
3719125,23.90,0.078
3719379,26.30,\N
3720849,24.67,\N
3720856,28.70,\N
3720857,27.32,\N
3720859,24.50,\N
3720858,22.81,\N
3720861,29.00,\N
3720865,22.23,\N
3720866,26.20,\N
3720862,26.97,\N
3720863,24.77,\N
3720868,21.29,\N
3720867,24.52,\N
3720860,24.68,\N
3720864,26.60,\N
3720869,21.45,\N
3720872,24.95,\N
3720877,22.31,\N
3720875,22.00,\N
3720873,27.40,\N
3720871,24.57,\N
3720870,25.90,\N
3720874,22.55,\N
3720878,28.20,\N
54432840,25.97,\N
54508749,24.14,\N
54508750,24.48,\N
3719082,25.50,\N
3719126,26.23,\N
3719131,22.10,\N
3719152,22.78,\N
3719151,21.35,\N
3719150,26.30,\N
3719175,21.40,\N
3719176,25.80,\N
3719181,24.30,\N
3719182,27.10,\N
3719183,20.61,\N
3719184,28.10,\N
3719186,23.10,\N
3719192,21.15,\N
3719193,23.20,\N
3719194,22.70,\N
3719195,20.27,\N
3719196,26.10,\N
3719203,20.85,\N
3719204,23.50,\N
3719206,20.83,0.382
3719207,21.87,\N
3719213,23.30,\N
3719212,22.30,\N
3719214,21.80,\N
3719226,25.50,\N
3720876,21.90,\N
3719227,26.20,\N
3719243,26.20,\N
3719245,25.10,\N
3719240,26.90,\N
3719241,24.50,\N
3719242,23.60,\N
3719244,25.10,\N
3719319,24.40,\N
3719320,23.50,\N
3719377,23.10,\N
3719376,25.38,\N
3719378,19.75,\N
3719380,26.00,\N
3719381,23.80,\N
3719473,21.87,\N
3719471,18.56,\N
3719468,24.60,\N
3719474,22.34,\N
3719472,23.39,\N
3719470,23.50,\N
3719475,22.51,\N
3719476,25.50,\N
3719477,24.80,\N
3719478,26.10,\N
3719726,26.80,\N
3719724,24.46,\N
3719727,25.80,\N
3719725,26.50,\N
3719728,24.10,\N
3719729,23.90,\N
3719730,22.30,\N
3719731,26.80,\N
3719732,28.20,\N
3719733,22.90,\N
3719859,27.62,\N
3719858,21.50,\N
3719862,25.40,\N
3719860,25.70,\N
3719863,22.97,\N
3719864,24.90,\N
3719865,22.17,\N
3719866,22.40,\N
3719867,26.30,\N
3719868,24.30,\N
3719993,28.10,\N
3719995,23.30,\N
3719996,24.70,\N
3720005,22.12,\N
3719994,24.30,\N
3719997,26.70,\N
3719999,22.97,\N
3720004,25.40,\N
3720000,25.10,\N
3720001,22.90,\N
3720003,25.20,\N
3720002,26.00,\N
3720355,22.50,\N
3720354,22.40,\N
3720357,22.80,\N
3720358,25.90,\N
3720359,22.90,\N
3720356,22.60,\N
3720360,26.10,\N
3720361,21.38,\N
3720362,25.36,\N
3720363,23.20,\N
3720440,22.00,\N
3720442,22.40,\N
3720443,22.30,\N
3720441,23.79,\N
3720439,20.39,0.342
3720444,27.04,\N
3720438,26.50,\N
3720445,21.56,\N
3720545,21.70,\N
3720546,22.00,\N
3720549,24.80,\N
3720547,25.00,\N
3720747,21.60,\N
3720767,18.67,\N
3720769,19.89,0.582
3720846,18.68,1.288
3720882,20.25,\N
3720883,26.08,\N
3720888,21.48,\N
3720886,23.36,\N
3720887,22.50,\N
3720885,25.05,\N
3720884,25.96,\N
3720891,25.83,\N
3720895,20.79,\N
3720890,22.08,\N
3720889,24.65,\N
3720892,26.10,\N
3720893,23.73,\N
3720894,26.11,\N
3720896,26.50,\N
3720899,26.50,\N
3720897,27.23,\N
3720898,28.30,\N
3720900,26.09,\N
3721993,26.41,\N
3721994,22.09,\N
54157822,21.55,\N
54292840,26.62,\N
54298758,24.65,\N
54446352,24.53,\N
3720916,26.60,\N
3720915,24.60,\N
3720917,27.20,\N
3720918,24.70,\N
3720919,25.32,\N
3720924,23.01,\N
3720979,26.20,\N
3721073,24.10,\N
3721120,20.75,\N
3721118,23.20,\N
3721119,20.17,\N
3721139,23.00,\N
3721137,24.75,\N
3721140,25.70,\N
3721141,20.70,\N
3721160,17.76,\N
3721158,19.90,0.374
3721159,22.10,0.066
3721161,23.00,\N
3721157,23.40,\N
3721162,24.50,\N
3721163,24.49,\N
3721164,26.60,\N
3721218,22.70,\N
3721221,19.94,\N
3721220,21.52,0.306
3721219,22.80,\N
3721222,23.50,\N
3721236,19.97,\N
3721238,22.40,\N
3721239,20.43,\N
3721237,23.50,\N
3721288,21.70,\N
3721410,22.40,\N
3721879,19.90,\N
3837523,20.20,\N
3721223,26.40,\N
3721289,24.11,\N
3721344,20.06,\N
3721409,24.60,\N
3721411,20.19,\N
3721412,22.40,\N
3721906,21.40,\N
3721907,21.68,\N
3721904,23.58,\N
3721905,25.40,\N
3721909,27.50,\N
3721912,25.30,\N
3721908,23.99,\N
3721910,26.80,\N
3721990,21.00,\N
3721991,19.56,\N
3721995,19.70,\N
3722210,23.00,\N
3722517,23.60,\N
3722518,20.40,\N
3723701,19.84,\N
3723763,19.61,\N
3723740,24.40,\N
3723766,22.30,\N
3723767,21.99,\N
3723815,22.11,\N
3723816,19.75,0.394
3723817,24.00,\N
3723829,23.50,\N
3723860,22.60,\N
3723940,21.70,\N
3724101,20.90,0.360
3724222,24.90,\N
3724218,21.70,\N
3724216,24.60,\N
3724223,19.37,\N
3724221,19.69,\N
54298759,22.81,\N
3723853,19.48,\N
3723886,26.30,\N
3723887,23.90,\N
3723888,20.91,\N
3723922,26.00,\N
3723949,21.70,\N
3723950,20.80,\N
3723951,20.40,\N
3723955,21.27,\N
3723957,21.30,\N
3723958,20.73,\N
3724053,23.40,\N
3724056,24.90,\N
3724058,20.92,\N
3724100,21.25,\N
3724106,19.46,\N
3724107,23.70,\N
3724110,21.22,\N
3724112,20.60,0.258
3724111,22.00,0.091
3724113,20.70,\N
3724114,22.55,\N
3724198,21.39,\N
3893741,17.98,\N
3724206,19.87,\N
3724212,20.60,\N
3724214,22.15,\N
3724213,22.20,\N
3724242,23.60,\N
3724243,22.54,\N
3724245,27.90,\N
3724244,23.50,\N
3724391,19.82,1.184
3724394,21.63,\N
3724392,19.89,\N
3724393,21.21,\N
3724395,22.11,\N
3724396,20.65,\N
3724397,22.58,\N
3724398,26.82,\N
3724516,24.20,\N
3724515,24.00,\N
3724517,21.71,\N
3724583,24.10,\N
3724644,18.17,\N
3724645,22.02,\N
3724646,24.50,\N
54105115,20.50,\N
3725122,21.98,\N
3725151,21.12,\N
3725154,22.32,\N
3725657,22.20,\N
3725978,19.70,\N
3726016,21.90,\N
3726331,21.90,\N
3726333,23.74,\N
3726336,25.60,\N
3726337,22.79,\N
54538384,23.59,\N
3724947,19.40,1.266
3724986,28.12,\N
3724987,20.48,\N
3725034,22.70,\N
3725035,20.29,\N
3725036,20.80,\N
3725152,23.70,\N
3725153,27.10,\N
3725155,24.50,\N
3725156,22.60,\N
3725654,22.80,\N
3725652,24.00,\N
3725653,23.00,\N
3725655,23.20,\N
3725656,23.20,\N
3725658,25.00,\N
3725659,24.50,\N
3725760,24.40,0.075
3725757,25.70,\N
3725759,18.66,0.585
3725758,22.28,\N
3725761,20.11,\N
3725762,21.40,\N
3725971,24.10,\N
3725970,21.50,\N
3725969,24.39,\N
3725972,23.90,\N
3725974,26.70,\N
3725975,23.60,\N
3725976,25.60,\N
3725977,19.64,\N
3725979,22.70,\N
3725980,22.00,\N
3726014,19.92,\N
3726012,28.80,\N
3726015,20.30,0.328
3726020,20.50,\N
3726021,18.12,\N
3726022,21.50,\N
3726023,20.20,\N
3726042,22.00,\N
3726044,26.80,\N
3726386,18.29,0.439
3726447,25.70,\N
3726510,21.72,\N
3726594,19.39,\N
54500909,22.03,\N
3732687,23.10,\N
3726316,22.90,\N
3726318,24.20,\N
3726424,23.20,\N
3726425,23.80,0.132
3726443,21.00,\N
3726444,23.80,\N
3726445,26.30,\N
3726446,27.00,\N
3726448,20.80,\N
3726511,20.38,0.267
3726512,19.63,\N
3726513,19.42,\N
3726514,24.06,\N
3726595,21.30,\N
3726596,25.70,\N
3726597,24.00,\N
3726598,27.00,\N
3726599,23.72,\N
3726654,24.20,\N
3726655,20.20,\N
3726656,23.30,\N
3726652,24.40,\N
3726653,27.80,\N
3726657,25.20,\N
3726658,24.00,\N
3726663,22.50,\N
3726665,21.32,\N
3726669,25.02,\N
3726684,20.51,\N
54499085,22.16,\N
3726710,24.30,\N
3726709,25.90,\N
3726711,20.60,\N
3726712,25.41,\N
3726713,24.40,\N
3726784,20.10,\N
3726783,22.70,\N
3726787,22.90,\N
3726785,19.26,\N
3726789,22.64,\N
3726788,26.70,\N
3726801,23.60,\N
3726809,24.40,\N
3726808,23.90,\N
3726810,22.63,\N
3726815,24.20,\N
3726816,27.40,\N
3726817,21.70,\N
3726818,22.20,\N
3727038,23.10,\N
3727040,23.90,\N
3727036,26.30,\N
3727039,23.24,\N
3727035,25.70,\N
3727041,24.30,\N
3727043,22.70,\N
3727044,24.00,\N
3727045,29.20,\N
3727063,26.60,\N
3727065,24.70,\N
3727066,18.93,\N
3727174,19.82,\N
3727175,25.10,\N
3727173,25.20,\N
3727177,22.55,\N
3727176,23.40,\N
3727179,23.60,\N
3727181,22.93,\N
3727187,24.50,\N
3727232,25.50,\N
3727233,23.10,\N
3727234,24.40,\N
3727265,26.10,\N
3727273,23.20,\N
3727275,24.70,\N
3727274,20.06,\N
3727277,24.00,\N
3727276,19.92,\N
3727339,20.64,\N
3727340,22.80,\N
3727343,23.70,\N
3727344,23.59,\N
3727338,19.59,\N
3727341,22.20,\N
3727345,21.03,\N
3727342,23.30,\N
3727346,25.70,\N
3727347,23.30,\N
3727350,23.10,\N
3727348,26.60,\N
3727349,20.40,\N
3727630,22.40,\N
3727632,24.90,\N
3727634,25.10,\N
3727633,24.80,\N
3727635,20.73,\N
3727631,25.28,\N
3727638,23.00,\N
3727637,22.30,\N
3727639,21.77,\N
3727636,25.00,\N
3727641,20.81,\N
3727642,21.47,\N
3727643,19.30,0.474
3727661,21.60,\N
3727660,24.10,\N
3727662,22.90,\N
3727663,24.20,\N
3728228,23.60,\N
3728368,19.15,\N
3728373,19.63,0.343
3728374,27.80,\N
54518376,16.45,\N
54506173,24.66,\N
3727640,25.30,\N
3727664,26.60,\N
3727665,23.40,\N
3727666,24.30,\N
3727667,26.40,\N
3728230,22.90,\N
3728229,26.40,\N
3728231,28.10,\N
3728233,28.40,\N
3728372,24.50,\N
3728371,20.15,\N
3728370,26.20,\N
3728375,25.40,\N
3728523,23.42,\N
3728524,23.50,\N
3728565,23.90,\N
3728566,24.90,\N
3728567,25.80,\N
3728572,20.87,\N
3728574,25.40,\N
3728643,23.80,\N
3728644,24.40,\N
3728645,27.70,\N
3728646,24.45,\N
3728732,25.50,\N
3728733,28.90,\N
3728853,25.00,\N
3728857,21.58,\N
3728859,22.91,\N
3728860,22.95,\N
3728905,27.50,\N
3729134,19.59,0.398
54506175,25.59,\N
3738935,22.12,0.256
3728901,21.57,\N
3728897,27.40,\N
3728899,23.90,\N
3728896,24.75,\N
3728902,22.50,0.156
3728898,22.14,\N
3728900,22.55,\N
3728904,25.40,\N
3728906,22.90,\N
3728903,22.07,\N
3728907,25.40,\N
3728919,20.36,\N
3728909,26.40,\N
3728931,23.30,\N
3728932,22.67,\N
3728933,22.18,\N
3728934,23.90,\N
3729098,19.84,\N
3729135,24.13,\N
3729139,26.40,\N
3729138,26.50,\N
3729137,26.10,\N
3729136,27.20,\N
3729140,26.70,\N
3729141,27.40,\N
3729198,19.40,\N
3729229,20.53,\N
3729230,24.60,\N
3729231,25.10,\N
3729233,26.68,\N
3729234,23.26,\N
3729275,21.58,0.252
3729278,22.20,\N
3729276,24.10,\N
3729277,20.07,\N
3729280,24.41,\N
3729281,29.34,\N
3729283,21.10,\N
3729282,23.30,\N
3729284,23.54,\N
3729537,18.62,\N
3729538,23.50,\N
3729539,26.30,\N
3729540,24.40,\N
3729541,22.60,\N
3729542,25.60,\N
3729543,24.60,\N
3729841,19.59,\N
3729836,20.74,\N
3729834,27.70,\N
3729839,21.30,\N
3729837,23.30,\N
3729840,21.67,\N
3729835,20.04,\N
3729838,23.40,\N
3729843,22.20,\N
3729842,24.20,\N
3729844,22.22,\N
3729845,24.40,\N
3729846,20.36,\N
3729847,19.30,\N
3729848,24.70,\N
3729849,24.62,\N
3730336,19.39,\N
3730322,21.26,\N
3730323,21.40,\N
3730320,24.53,\N
3730338,23.60,\N
3730321,21.60,\N
3730325,22.40,\N
3730326,20.95,\N
3730329,23.40,\N
3730328,21.12,\N
3730330,24.00,\N
3730331,21.80,\N
3730332,21.00,\N
3730334,23.06,\N
3730337,20.50,\N
3730333,26.00,\N
3730339,24.60,\N
3730623,19.12,\N
3730340,23.60,\N
3730572,22.42,0.233
3730573,19.99,\N
3730574,18.13,\N
3730581,20.09,\N
3730571,23.30,\N
3730570,20.58,\N
3730578,22.60,\N
3730692,21.00,\N
3730576,24.40,\N
3730579,24.40,\N
3730575,23.20,\N
3730577,23.30,\N
3730580,21.89,\N
3730582,24.20,\N
3730583,26.20,\N
3730728,22.80,\N
3730726,21.89,\N
3730730,22.97,\N
3730731,21.90,0.076
3730729,24.90,\N
3730727,23.60,\N
3730800,25.20,\N
3730801,25.40,\N
3730802,24.62,\N
3731242,19.93,0.332
3731245,21.04,\N
3731246,19.54,\N
3731585,27.30,\N
3731679,21.00,\N
54510131,26.11,\N
54506479,26.66,\N
54182373,23.76,\N
3777764,20.70,\N
3731243,24.70,\N
3731584,19.93,\N
3731587,22.81,\N
3731588,25.40,\N
3731680,26.40,\N
3732114,25.80,\N
3732115,19.40,\N
3732116,21.40,\N
3732117,24.10,\N
3732123,20.34,\N
3732124,22.40,\N
3732125,22.90,\N
3732504,22.50,\N
3732669,26.02,\N
3732675,20.14,0.213
3732676,24.89,\N
3732677,27.80,\N
3732686,20.93,\N
3732887,20.50,\N
3732894,19.62,\N
3732893,21.40,\N
3732896,20.90,\N
3732906,26.30,\N
3732907,22.65,\N
3733141,18.80,\N
3732909,25.80,\N
3733145,24.40,\N
3733133,20.94,\N
3733132,23.69,\N
3733134,26.20,\N
3733131,23.10,\N
3733129,25.00,\N
3733130,23.60,\N
3733135,27.20,\N
3733139,25.10,\N
3733140,21.06,0.139
3733144,23.77,0.072
3733136,23.20,\N
3733142,27.40,\N
3733137,24.00,\N
3733138,26.60,\N
3733262,21.69,\N
3733258,20.27,\N
3733260,20.70,\N
3733259,23.20,\N
3733261,24.20,\N
3733263,25.20,\N
3733264,27.40,\N
3733265,24.60,\N
3733271,27.40,\N
3733272,19.46,\N
3733295,21.80,\N
3733296,22.60,\N
3733297,24.90,\N
3733298,24.30,\N
3733299,23.50,\N
3733300,22.60,\N
3733301,24.40,\N
3733302,24.10,\N
3733852,21.76,\N
3733854,21.60,\N
3733850,25.10,\N
3733851,27.40,\N
3733849,28.30,\N
3733853,26.10,\N
3733855,27.50,\N
3733857,26.30,\N
3733856,28.30,\N
3733858,21.49,\N
3733859,27.40,\N
3733860,23.00,\N
3733861,26.00,\N
3733862,30.60,\N
3733936,20.80,\N
3733937,22.93,0.049
3733938,23.30,\N
3733941,20.77,\N
3733939,23.60,\N
3733940,26.10,\N
3733935,26.10,\N
3733933,27.70,\N
3733942,21.94,\N
3734098,24.60,\N
3734099,24.00,\N
3734100,22.92,\N
3734102,26.40,0.047
3734101,24.60,\N
3734181,20.19,\N
3734182,20.01,\N
3734183,24.10,\N
3734184,25.50,\N
3734185,23.10,\N
3734186,20.03,\N
3734187,23.30,\N
3734188,22.47,\N
3734190,22.30,\N
3734469,23.20,\N
3734467,25.20,\N
3734470,24.70,\N
3734468,24.70,\N
3734471,24.00,\N
3734557,22.70,\N
3734559,23.70,\N
3734558,26.60,\N
3734561,27.60,\N
3734562,24.10,\N
3734563,25.60,\N
3734564,24.50,\N
3734613,28.30,\N
3734612,23.40,\N
3734614,23.70,\N
3734615,29.00,\N
3734643,22.70,\N
3734644,24.20,\N
3734645,26.30,\N
3734646,26.80,\N
3734647,24.30,\N
3734648,27.60,\N
3735180,24.50,\N
3735181,28.90,\N
3735182,23.10,\N
3735196,26.30,\N
3735197,19.57,\N
3735195,26.90,\N
3735198,23.63,0.157
3735271,21.90,\N
3735390,25.50,\N
3735389,25.70,\N
3735454,20.62,\N
54017616,21.50,\N
3735272,25.90,\N
3735273,24.00,\N
3735391,25.00,\N
3735394,23.50,\N
3735395,25.20,\N
3735453,26.30,\N
3735451,22.68,\N
3735452,23.70,\N
3735455,22.40,\N
3735465,19.59,\N
3735464,22.33,\N
3735466,24.90,\N
3735467,23.45,\N
3735468,22.06,\N
3735469,29.60,\N
3735470,21.09,\N
3735485,19.10,\N
3735487,22.38,\N
3735486,23.50,\N
3735489,20.53,\N
3735491,26.00,\N
3735496,23.20,\N
3735495,20.08,\N
3735497,30.10,\N
3735498,24.50,\N
3735537,18.81,\N
3735539,20.39,0.480
3735538,18.59,\N
3735549,26.90,\N
3735598,26.30,\N
3735599,26.10,\N
3735600,21.80,\N
3735601,19.61,0.882
3735609,24.80,\N
3735607,23.20,\N
3735608,22.60,\N
3736385,21.48,0.392
3735610,24.00,\N
3735611,24.10,\N
3735612,25.20,\N
3735613,24.70,0.048
3735615,24.40,\N
3735629,20.29,\N
3735628,24.10,\N
3735630,26.10,\N
3735631,25.80,\N
3735632,22.66,\N
3735652,19.02,\N
3735653,20.14,0.201
3735651,25.70,\N
3735649,23.42,\N
3735650,25.26,\N
3735655,23.52,\N
3735654,23.49,\N
3735657,20.00,0.350
3735656,22.70,\N
3735684,23.40,\N
3735680,23.21,\N
3735685,23.10,\N
3735678,23.38,\N
3735677,23.80,\N
3735679,26.90,\N
3735681,22.70,\N
3735682,25.00,\N
3735683,24.60,\N
3735686,24.00,\N
3735991,26.00,\N
3735993,25.00,\N
3736000,27.70,\N
3735992,29.20,\N
3735994,24.90,\N
3735996,24.50,\N
3735999,24.20,\N
3736001,23.90,\N
3735995,27.20,\N
3736002,23.61,\N
3735997,21.60,\N
3735998,21.78,\N
3736003,20.37,\N
3736004,25.40,\N
3736201,23.80,\N
3736198,24.68,\N
3736199,24.70,\N
3736200,23.00,\N
3736203,21.70,\N
3736204,19.13,0.470
3736205,22.10,\N
3736206,20.10,\N
3736207,26.05,\N
3736237,22.50,\N
3736235,27.90,\N
3736238,25.20,0.060
3736234,19.01,\N
3736236,24.40,\N
3736242,25.60,\N
3736240,21.98,\N
3736239,24.70,\N
3736243,26.90,\N
3736244,22.00,\N
3736245,26.60,\N
3736246,21.51,0.335
3736247,20.70,\N
3736386,23.10,\N
3736387,21.09,\N
3736389,20.34,\N
3736388,27.50,\N
3736391,23.90,\N
3736390,25.45,\N
3736392,24.70,\N
3736393,27.40,\N
3736394,24.50,\N
3736395,26.90,\N
3736403,25.70,\N
3736406,22.28,\N
3736405,23.20,\N
3736407,26.10,\N
3736409,28.70,\N
3736410,27.00,\N
3736411,21.00,\N
3736412,27.40,\N
3736413,25.61,\N
3736498,22.45,\N
3736496,24.70,\N
3736497,25.25,\N
3736501,23.05,\N
3736500,24.71,\N
3736502,21.46,\N
3736503,25.50,\N
3736504,26.20,\N
3736505,21.53,\N
3736506,22.05,\N
3736515,25.40,\N
3736516,21.39,\N
3736517,27.20,\N
3736657,19.76,\N
3736658,22.42,\N
3736660,26.50,\N
3736674,19.44,\N
3736673,26.00,\N
3736675,24.60,\N
3736676,26.80,\N
3736677,21.98,\N
3736678,25.82,\N
3736682,25.50,\N
3736776,21.80,\N
3736777,23.66,\N
3736778,25.90,\N
3736779,21.90,\N
3736801,18.78,\N
3736803,24.08,\N
3736802,25.10,\N
3736804,24.74,\N
3736805,27.90,\N
3736806,21.40,\N
3736813,24.74,\N
3736815,27.20,\N
3736816,25.45,\N
3738543,19.10,\N
3738553,24.90,\N
3738970,20.70,\N
3740830,26.40,\N
3740831,26.11,\N
3736807,27.40,\N
3736818,24.10,\N
3736819,23.44,\N
3738542,24.90,\N
3738544,23.28,\N
3738545,27.90,\N
3738548,28.20,\N
3738546,25.86,0.046
3738547,25.60,\N
3738549,24.20,\N
3738550,24.60,\N
3738551,25.80,\N
3738552,25.84,\N
3738910,23.01,\N
3738911,24.50,\N
3738912,21.40,0.186
3738913,26.00,\N
3738914,24.20,\N
3738915,27.40,\N
3738916,23.20,\N
3738917,25.20,\N
3738918,27.60,\N
3738930,28.40,\N
3738929,21.15,\N
3738931,22.94,\N
3738928,22.97,\N
3738932,28.00,\N
3738934,19.13,\N
3738933,20.80,\N
3738936,27.00,\N
3738937,24.84,\N
3738938,23.50,\N
3738968,23.30,\N
3738969,22.63,\N
3738971,25.22,\N
3739009,21.40,\N
3739012,21.82,0.110
3739055,26.00,\N
3739056,20.73,\N
3739060,25.80,\N
3739061,22.00,\N
3739064,21.39,\N
3739065,24.90,\N
3739066,23.80,\N
3739079,19.55,\N
3739078,19.83,\N
3739080,20.50,\N
3739077,26.60,\N
3739081,27.00,\N
3739082,20.00,0.359
3739151,24.99,0.086
3739152,20.96,\N
3740833,22.37,\N
3739155,26.40,\N
3739154,27.90,\N
3739156,23.70,\N
3739167,19.59,\N
3739169,21.88,\N
3739166,22.90,\N
3739170,26.90,\N
3739168,24.10,\N
3739214,20.30,\N
3739215,21.90,\N
3739216,21.14,0.543
3739217,20.73,0.422
3739218,24.00,\N
3739219,24.35,\N
3739220,22.53,\N
3739221,25.50,\N
3739222,24.02,\N
3739242,24.45,\N
3739246,21.07,0.215
3739247,24.70,\N
3739248,23.50,\N
3739256,22.20,\N
3739257,23.41,\N
3739258,25.00,\N
3739259,24.18,\N
3739260,24.60,\N
3739261,21.48,\N
3739263,26.80,\N
3739262,22.30,\N
3739264,25.40,\N
3739265,25.20,\N
3739315,20.80,\N
3739316,20.29,0.271
3739378,27.18,\N
3739379,22.93,\N
3739381,25.50,\N
3739380,26.30,\N
3739382,22.40,\N
3739393,21.80,\N
3739387,27.00,\N
3739389,24.70,\N
3739388,22.10,\N
3739390,23.40,\N
3739391,25.80,\N
3739392,23.00,\N
3739394,21.60,\N
3739413,22.80,\N
3739412,25.00,\N
3739414,24.43,\N
3739415,23.40,\N
3739416,24.50,\N
3739417,21.98,\N
3739616,25.90,\N
3739614,25.30,\N
3739617,25.00,\N
3739619,19.97,\N
3739620,27.30,\N
3739618,20.17,0.338
3739621,20.44,\N
3739672,18.64,\N
3739696,23.00,\N
3739697,20.50,\N
3739698,22.20,\N
3739700,19.79,\N
3739699,24.10,\N
3739703,27.00,\N
3739702,27.40,\N
3739705,29.70,\N
3739962,30.40,\N
3739963,22.15,\N
3739964,21.72,\N
3739965,29.80,\N
3740012,24.40,\N
3740021,24.90,\N
3740024,23.50,\N
3740028,26.20,\N
3740031,23.90,\N
3740039,22.90,\N
3740038,21.73,\N
3740041,20.31,\N
3740043,20.92,\N
3740042,21.96,\N
3740044,25.40,\N
3740045,23.80,\N
3740046,24.90,\N
3740047,24.70,\N
3740049,27.70,\N
3740048,19.94,0.374
3740040,22.80,\N
3740096,23.13,\N
3740097,21.00,\N
3740098,25.10,\N
3740101,24.40,\N
3740099,23.30,\N
3740100,23.58,0.077
3740102,21.43,\N
3740103,25.40,\N
3740104,24.00,\N
3740342,21.90,\N
3740343,25.70,\N
3740344,25.30,\N
3740493,22.20,\N
3740495,18.79,\N
3740500,20.70,\N
3740494,22.03,\N
3740496,23.50,\N
3740497,20.81,\N
3740499,22.08,\N
3740663,20.80,\N
3740845,26.53,\N
3740846,25.30,\N
3740847,24.47,\N
3740848,25.00,\N
3740851,20.90,\N
3740852,26.58,\N
3740835,22.92,\N
54182412,24.88,\N
3740501,23.55,\N
3740664,26.54,\N
3740665,25.60,\N
3740666,24.10,\N
3740668,21.11,\N
3740667,26.70,\N
3740669,26.00,\N
3740670,26.10,\N
3740671,26.20,\N
3740806,21.30,\N
3740808,20.35,\N
3740809,25.71,\N
3740807,22.30,\N
3740811,20.31,0.432
3740812,24.80,\N
